Coefficient of Variation for Change: Percent Total by Table and Summary Level

+--------+----------+-----------+-----------------+---------+
| table  | sumlevel | change_cv | change_cv_count | percent |
| b25070 |   250    |    high   |        1        |   0.2   |
| b25070 |   251    |    low    |       274       |   95.8  |
| b25070 |   251    |   medium  |        12       |   4.2   |
| b25070 |   256    |    low    |       451       |   93.8  |
| b25070 |   256    |   medium  |        30       |   6.2   |
| b25070 |   258    |    low    |       708       |   97.0  |
| b25070 |   258    |   medium  |        22       |   3.0   |
| b25070 |   310    |    low    |       1733      |   83.6  |
| b25070 |   310    |   medium  |       288       |   13.9  |
| b25070 |   310    |    high   |        53       |   2.6   |
| b25070 |   400    |    low    |       5743      |   93.0  |
| b25070 |   400    |   medium  |       370       |   6.0   |
| b25070 |   400    |    high   |        61       |   1.0   |
| b25070 |   500    |    low    |       1196      |   72.0  |
| b25070 |   500    |   medium  |       422       |   25.4  |
| b25070 |   500    |    high   |        42       |   2.5   |
| b25070 |   795    |    low    |       5639      |   88.0  |
| b25070 |   795    |   medium  |       728       |   11.4  |
| b25070 |   795    |    high   |        43       |   0.7   |
| b25070 |   860    |    low    |      32512      |   96.8  |
| b25070 |   860    |   medium  |       1043      |   3.1   |
| b25070 |   860    |    high   |        41       |   0.1   |
| b25077 |   010    |    high   |        1        |  100.0  |
| b25077 |   020    |    high   |        3        |  100.0  |
| b25077 |   030    |   medium  |        1        |   12.5  |
| b25077 |   030    |    high   |        7        |   87.5  |
| b25077 |   040    |    low    |        4        |   8.5   |
| b25077 |   040    |   medium  |        3        |   6.4   |
| b25077 |   040    |    high   |        40       |   85.1  |
| b25077 |   050    |    low    |       853       |   54.5  |
| b25077 |   050    |   medium  |       420       |   26.8  |
| b25077 |   050    |    high   |       292       |   18.7  |
| b25077 |   060    |    low    |       6334      |   72.6  |
| b25077 |   060    |   medium  |       1710      |   19.6  |
| b25077 |   060    |    high   |       681       |   7.8   |
| b25077 |   140    |    low    |      18267      |   61.7  |
| b25077 |   140    |   medium  |       9350      |   31.6  |
| b25077 |   140    |    high   |       1979      |   6.7   |
| b25077 |   150    |    low    |      43268      |   72.5  |
| b25077 |   150    |   medium  |      14794      |   24.8  |
| b25077 |   150    |    high   |       1613      |   2.7   |
| b25077 |   160    |    low    |       4827      |   64.3  |
| b25077 |   160    |   medium  |       1778      |   23.7  |
| b25077 |   160    |    high   |       905       |   12.1  |
| b25077 |   170    |    low    |        2        |   40.0  |
| b25077 |   170    |   medium  |        1        |   20.0  |
| b25077 |   170    |    high   |        2        |   40.0  |
| b25077 |   250    |    low    |       100       |   67.1  |
| b25077 |   250    |   medium  |        41       |   27.5  |
| b25077 |   250    |    high   |        8        |   5.4   |
| b25077 |   251    |    low    |        68       |   71.6  |
| b25077 |   251    |   medium  |        26       |   27.4  |
| b25077 |   251    |    high   |        1        |   1.1   |
| b25077 |   256    |    low    |        75       |   64.7  |
| b25077 |   256    |   medium  |        35       |   30.2  |
| b25077 |   256    |    high   |        6        |   5.2   |
| b25077 |   258    |    low    |       154       |   76.2  |
| b25077 |   258    |   medium  |        45       |   22.3  |
| b25077 |   258    |    high   |        3        |   1.5   |
| b25077 |   310    |    low    |       223       |   44.9  |
| b25077 |   310    |   medium  |       135       |   27.2  |
| b25077 |   310    |    high   |       139       |   28.0  |
| b25077 |   400    |    low    |       778       |   58.5  |
| b25077 |   400    |   medium  |       324       |   24.3  |
| b25077 |   400    |    high   |       229       |   17.2  |
| b25077 |   500    |    low    |        32       |   9.6   |
| b25077 |   500    |   medium  |        56       |   16.9  |
| b25077 |   500    |    high   |       244       |   73.5  |
| b25077 |   795    |    low    |       416       |   22.0  |
| b25077 |   795    |   medium  |       524       |   27.8  |
| b25077 |   795    |    high   |       947       |   50.2  |
| b25077 |   860    |    low    |       5989      |   57.7  |
| b25077 |   860    |   medium  |       2746      |   26.5  |
| b25077 |   860    |    high   |       1646      |   15.9  |
| b26001 |   010    |    high   |        1        |  100.0  |
| b26001 |   020    |    high   |        4        |  100.0  |
| b26001 |   030    |    high   |        9        |  100.0  |
| b26001 |   040    |    high   |        52       |  100.0  |
| b26001 |   050    |    low    |       216       |   86.7  |
| b26001 |   050    |   medium  |        30       |   12.0  |
| b26001 |   050    |    high   |        3        |   1.2   |
| b26001 |   060    |    low    |       696       |   77.6  |
| b26001 |   060    |   medium  |       163       |   18.2  |
| b26001 |   060    |    high   |        38       |   4.2   |
| b26001 |   140    |    low    |       1456      |   83.5  |
| b26001 |   140    |   medium  |       236       |   13.5  |
| b26001 |   140    |    high   |        51       |   2.9   |
| b26001 |   160    |    low    |       543       |   80.7  |
| b26001 |   160    |   medium  |        99       |   14.7  |
| b26001 |   160    |    high   |        31       |   4.6   |
| b26001 |   170    |    low    |        1        |  100.0  |
| b26001 |   250    |    low    |        13       |   92.9  |
| b26001 |   250    |   medium  |        1        |   7.1   |
| b26001 |   251    |    low    |        6        |  100.0  |
| b26001 |   256    |    low    |        8        |   88.9  |
| b26001 |   256    |   medium  |        1        |   11.1  |
| b26001 |   310    |    low    |        90       |   84.1  |
| b26001 |   310    |   medium  |        17       |   15.9  |
| b26001 |   400    |    low    |       189       |   78.4  |
| b26001 |   400    |   medium  |        45       |   18.7  |
| b26001 |   400    |    high   |        7        |   2.9   |
| b26001 |   500    |    low    |        69       |   81.2  |
| b26001 |   500    |   medium  |        7        |   8.2   |
| b26001 |   500    |    high   |        9        |   10.6  |
| b26001 |   795    |    low    |       206       |   85.5  |
| b26001 |   795    |   medium  |        32       |   13.3  |
| b26001 |   795    |    high   |        3        |   1.2   |
| b26001 |   860    |    low    |       840       |   81.4  |
| b26001 |   860    |   medium  |       161       |   15.6  |
| b26001 |   860    |    high   |        31       |   3.0   |
| c17002 |   010    |   medium  |        1        |   12.5  |
| c17002 |   010    |    high   |        7        |   87.5  |
| c17002 |   020    |    low    |        1        |   3.2   |
| c17002 |   020    |   medium  |        3        |   9.7   |
| c17002 |   020    |    high   |        27       |   87.1  |
| c17002 |   030    |    low    |        5        |   7.6   |
| c17002 |   030    |   medium  |        11       |   16.7  |
| c17002 |   030    |    high   |        50       |   75.8  |
| c17002 |   040    |    low    |        97       |   29.6  |
| c17002 |   040    |   medium  |        81       |   24.7  |
| c17002 |   040    |    high   |       150       |   45.7  |
| c17002 |   050    |    low    |       5435      |   65.5  |
| c17002 |   050    |   medium  |       1513      |   18.2  |
| c17002 |   050    |    high   |       1346      |   16.2  |
| c17002 |   060    |    low    |      39098      |   88.1  |
| c17002 |   060    |   medium  |       3535      |   8.0   |
| c17002 |   060    |    high   |       1739      |   3.9   |
| c17002 |   140    |    low    |      91881      |   93.4  |
| c17002 |   140    |   medium  |       5662      |   5.8   |
| c17002 |   140    |    high   |       831       |   0.8   |
| c17002 |   150    |    low    |      185427     |   97.0  |
| c17002 |   150    |   medium  |       5200      |   2.7   |
| c17002 |   150    |    high   |       459       |   0.2   |
| c17002 |   160    |    low    |      28135      |   84.9  |
| c17002 |   160    |   medium  |       2746      |   8.3   |
| c17002 |   160    |    high   |       2258      |   6.8   |
| c17002 |   170    |    low    |        15       |   53.6  |
| c17002 |   170    |   medium  |        6        |   21.4  |
| c17002 |   170    |    high   |        7        |   25.0  |
| c17002 |   250    |    low    |       694       |   91.0  |
| c17002 |   250    |   medium  |        57       |   7.5   |
| c17002 |   250    |    high   |        12       |   1.6   |
| c17002 |   251    |    low    |       483       |   96.2  |
| c17002 |   251    |   medium  |        19       |   3.8   |
| c17002 |   256    |    low    |       535       |   94.9  |
| c17002 |   256    |   medium  |        27       |   4.8   |
| c17002 |   256    |    high   |        2        |   0.4   |
| c17002 |   258    |    low    |       1046      |   96.5  |
| c17002 |   258    |   medium  |        37       |   3.4   |
| c17002 |   258    |    high   |        1        |   0.1   |
| c17002 |   310    |    low    |       1368      |   56.8  |
| c17002 |   310    |   medium  |       520       |   21.6  |
| c17002 |   310    |    high   |       520       |   21.6  |
| c17002 |   400    |    low    |       5316      |   83.2  |
| c17002 |   400    |   medium  |       744       |   11.6  |
| c17002 |   400    |    high   |       333       |   5.2   |
| c17002 |   500    |    low    |       827       |   47.0  |
| c17002 |   500    |   medium  |       445       |   25.3  |
| c17002 |   500    |    high   |       487       |   27.7  |
| c17002 |   795    |    low    |       4299      |   57.4  |
| c17002 |   795    |   medium  |       1863      |   24.9  |
| c17002 |   795    |    high   |       1323      |   17.7  |
| c17002 |   860    |    low    |      39121      |   89.6  |
| c17002 |   860    |   medium  |       3843      |   8.8   |
| c17002 |   860    |    high   |       719       |   1.6   |
| c24030 |   010    |    low    |        1        |   3.6   |
| c24030 |   010    |   medium  |        3        |   10.7  |
| c24030 |   010    |    high   |        24       |   85.7  |
| c24030 |   020    |    low    |        13       |   12.5  |
| c24030 |   020    |   medium  |        16       |   15.4  |
| c24030 |   020    |    high   |        75       |   72.1  |
| c24030 |   030    |    low    |        36       |   16.2  |
| c24030 |   030    |   medium  |        45       |   20.3  |
| c24030 |   030    |    high   |       141       |   63.5  |
| c24030 |   040    |    low    |       319       |   33.4  |
| c24030 |   040    |   medium  |       303       |   31.7  |
| c24030 |   040    |    high   |       334       |   34.9  |
| c24030 |   050    |    low    |      16063      |   83.2  |
| c24030 |   050    |   medium  |       2283      |   11.8  |
| c24030 |   050    |    high   |       965       |   5.0   |
| c24030 |   060    |    low    |      91135      |   94.8  |
| c24030 |   060    |   medium  |       4134      |   4.3   |
| c24030 |   060    |    high   |       821       |   0.9   |
| c24030 |   140    |    low    |      242811     |   97.0  |
| c24030 |   140    |   medium  |       7108      |   2.8   |
| c24030 |   140    |    high   |       336       |   0.1   |
| c24030 |   150    |    low    |      435982     |   98.4  |
| c24030 |   150    |   medium  |       6979      |   1.6   |
| c24030 |   150    |    high   |       306       |   0.1   |
| c24030 |   160    |    low    |      65148      |   93.8  |
| c24030 |   160    |   medium  |       3624      |   5.2   |
| c24030 |   160    |    high   |       678       |   1.0   |
| c24030 |   170    |    low    |        60       |   67.4  |
| c24030 |   170    |   medium  |        18       |   20.2  |
| c24030 |   170    |    high   |        11       |   12.4  |
| c24030 |   250    |    low    |       1167      |   92.7  |
| c24030 |   250    |   medium  |        86       |   6.8   |
| c24030 |   250    |    high   |        6        |   0.5   |
| c24030 |   251    |    low    |       795       |   98.3  |
| c24030 |   251    |   medium  |        14       |   1.7   |
| c24030 |   256    |    low    |       1096      |   96.1  |
| c24030 |   256    |   medium  |        44       |   3.9   |
| c24030 |   258    |    low    |       1828      |   97.1  |
| c24030 |   258    |   medium  |        54       |   2.9   |
| c24030 |   310    |    low    |       4472      |   74.3  |
| c24030 |   310    |   medium  |       1035      |   17.2  |
| c24030 |   310    |    high   |       511       |   8.5   |
| c24030 |   400    |    low    |      13976      |   88.5  |
| c24030 |   400    |   medium  |       1324      |   8.4   |
| c24030 |   400    |    high   |       492       |   3.1   |
| c24030 |   500    |    low    |       2890      |   57.6  |
| c24030 |   500    |   medium  |       1411      |   28.1  |
| c24030 |   500    |    high   |       713       |   14.2  |
| c24030 |   795    |    low    |      15214      |   75.9  |
| c24030 |   795    |   medium  |       3931      |   19.6  |
| c24030 |   795    |    high   |       888       |   4.4   |
| c24030 |   860    |    low    |      97706      |   94.6  |
| c24030 |   860    |   medium  |       5309      |   5.1   |
| c24030 |   860    |    high   |       318       |   0.3   |
+--------+----------+-----------+-----------------+---------+

These summaries only include values where the estimates from both
time periods were statistically different from each other.

The following variables represent the same values:
b01001_001: b02001_001, b03002_001, b05002_001
b11001_001: b19001_001
b23025_003: c24030_001
b25002_002: b25003_001
b25003_003: b25063_001, b25070_001
