Coefficient of Variation for Change: Percent Total by All Categories

+------------+--------+----------+-----------+-----------------+---------+
|  variable  | table  | sumlevel | change_cv | change_cv_count | percent |
| b11001_002 | b11001 |   030    |    low    |        1        |   14.3  |
| b11001_002 | b11001 |   030    |   medium  |        2        |   28.6  |
| b11001_002 | b11001 |   030    |    high   |        4        |   57.1  |
| b11001_002 | b11001 |   040    |    low    |        10       |   24.4  |
| b11001_002 | b11001 |   040    |   medium  |        12       |   29.3  |
| b11001_002 | b11001 |   040    |    high   |        19       |   46.3  |
| b11001_002 | b11001 |   050    |    low    |       744       |   67.1  |
| b11001_002 | b11001 |   050    |   medium  |       276       |   24.9  |
| b11001_002 | b11001 |   050    |    high   |        88       |   7.9   |
| b11001_002 | b11001 |   060    |    low    |       5518      |   87.4  |
| b11001_002 | b11001 |   060    |   medium  |       633       |   10.0  |
| b11001_002 | b11001 |   060    |    high   |       160       |   2.5   |
| b11001_002 | b11001 |   140    |    low    |      12563      |   88.2  |
| b11001_002 | b11001 |   140    |   medium  |       1484      |   10.4  |
| b11001_002 | b11001 |   140    |    high   |       197       |   1.4   |
| b11001_002 | b11001 |   150    |    low    |      31298      |   94.2  |
| b11001_002 | b11001 |   150    |   medium  |       1748      |   5.3   |
| b11001_002 | b11001 |   150    |    high   |       164       |   0.5   |
| b11001_002 | b11001 |   160    |    low    |       4249      |   85.1  |
| b11001_002 | b11001 |   160    |   medium  |       588       |   11.8  |
| b11001_002 | b11001 |   160    |    high   |       156       |   3.1   |
| b11001_002 | b11001 |   170    |    low    |        2        |   40.0  |
| b11001_002 | b11001 |   170    |   medium  |        2        |   40.0  |
| b11001_002 | b11001 |   170    |    high   |        1        |   20.0  |
| b11001_002 | b11001 |   250    |    low    |        84       |   87.5  |
| b11001_002 | b11001 |   250    |   medium  |        10       |   10.4  |
| b11001_002 | b11001 |   250    |    high   |        2        |   2.1   |
| b11001_002 | b11001 |   251    |    low    |        79       |   96.3  |
| b11001_002 | b11001 |   251    |   medium  |        3        |   3.7   |
| b11001_002 | b11001 |   256    |    low    |        74       |   88.1  |
| b11001_002 | b11001 |   256    |   medium  |        10       |   11.9  |
| b11001_002 | b11001 |   258    |    low    |       125       |   86.2  |
| b11001_002 | b11001 |   258    |   medium  |        20       |   13.8  |
| b11001_002 | b11001 |   310    |    low    |       198       |   59.3  |
| b11001_002 | b11001 |   310    |   medium  |        90       |   26.9  |
| b11001_002 | b11001 |   310    |    high   |        46       |   13.8  |
| b11001_002 | b11001 |   400    |    low    |       695       |   80.7  |
| b11001_002 | b11001 |   400    |   medium  |       123       |   14.3  |
| b11001_002 | b11001 |   400    |    high   |        43       |   5.0   |
| b11001_002 | b11001 |   500    |    low    |        89       |   33.1  |
| b11001_002 | b11001 |   500    |   medium  |        97       |   36.1  |
| b11001_002 | b11001 |   500    |    high   |        83       |   30.9  |
| b11001_002 | b11001 |   795    |    low    |       723       |   54.5  |
| b11001_002 | b11001 |   795    |   medium  |       493       |   37.2  |
| b11001_002 | b11001 |   795    |    high   |       110       |   8.3   |
| b11001_002 | b11001 |   860    |    low    |       5739      |   86.0  |
| b11001_002 | b11001 |   860    |   medium  |       829       |   12.4  |
| b11001_002 | b11001 |   860    |    high   |       107       |   1.6   |
| b11001_003 | b11001 |   010    |    high   |        1        |  100.0  |
| b11001_003 | b11001 |   020    |    low    |        1        |   33.3  |
| b11001_003 | b11001 |   020    |    high   |        2        |   66.7  |
| b11001_003 | b11001 |   030    |    low    |        3        |   37.5  |
| b11001_003 | b11001 |   030    |   medium  |        1        |   12.5  |
| b11001_003 | b11001 |   030    |    high   |        4        |   50.0  |
| b11001_003 | b11001 |   040    |    low    |        8        |   23.5  |
| b11001_003 | b11001 |   040    |   medium  |        12       |   35.3  |
| b11001_003 | b11001 |   040    |    high   |        14       |   41.2  |
| b11001_003 | b11001 |   050    |    low    |       740       |   74.4  |
| b11001_003 | b11001 |   050    |   medium  |       186       |   18.7  |
| b11001_003 | b11001 |   050    |    high   |        69       |   6.9   |
| b11001_003 | b11001 |   060    |    low    |       5314      |   90.0  |
| b11001_003 | b11001 |   060    |   medium  |       494       |   8.4   |
| b11001_003 | b11001 |   060    |    high   |        97       |   1.6   |
| b11001_003 | b11001 |   140    |    low    |      11893      |   90.9  |
| b11001_003 | b11001 |   140    |   medium  |       1087      |   8.3   |
| b11001_003 | b11001 |   140    |    high   |       104       |   0.8   |
| b11001_003 | b11001 |   150    |    low    |      30455      |   95.4  |
| b11001_003 | b11001 |   150    |   medium  |       1379      |   4.3   |
| b11001_003 | b11001 |   150    |    high   |        96       |   0.3   |
| b11001_003 | b11001 |   160    |    low    |       3980      |   88.4  |
| b11001_003 | b11001 |   160    |   medium  |       439       |   9.8   |
| b11001_003 | b11001 |   160    |    high   |        81       |   1.8   |
| b11001_003 | b11001 |   170    |    low    |        1        |   33.3  |
| b11001_003 | b11001 |   170    |   medium  |        1        |   33.3  |
| b11001_003 | b11001 |   170    |    high   |        1        |   33.3  |
| b11001_003 | b11001 |   250    |    low    |        81       |   89.0  |
| b11001_003 | b11001 |   250    |   medium  |        9        |   9.9   |
| b11001_003 | b11001 |   250    |    high   |        1        |   1.1   |
| b11001_003 | b11001 |   251    |    low    |        62       |   98.4  |
| b11001_003 | b11001 |   251    |   medium  |        1        |   1.6   |
| b11001_003 | b11001 |   256    |    low    |        69       |   93.2  |
| b11001_003 | b11001 |   256    |   medium  |        5        |   6.8   |
| b11001_003 | b11001 |   258    |    low    |       105       |   88.2  |
| b11001_003 | b11001 |   258    |   medium  |        14       |   11.8  |
| b11001_003 | b11001 |   310    |    low    |       176       |   62.6  |
| b11001_003 | b11001 |   310    |   medium  |        72       |   25.6  |
| b11001_003 | b11001 |   310    |    high   |        33       |   11.7  |
| b11001_003 | b11001 |   400    |    low    |       610       |   83.2  |
| b11001_003 | b11001 |   400    |   medium  |        91       |   12.4  |
| b11001_003 | b11001 |   400    |    high   |        32       |   4.4   |
| b11001_003 | b11001 |   500    |    low    |       101       |   38.5  |
| b11001_003 | b11001 |   500    |   medium  |       115       |   43.9  |
| b11001_003 | b11001 |   500    |    high   |        46       |   17.6  |
| b11001_003 | b11001 |   795    |    low    |       712       |   61.4  |
| b11001_003 | b11001 |   795    |   medium  |       386       |   33.3  |
| b11001_003 | b11001 |   795    |    high   |        62       |   5.3   |
| b11001_003 | b11001 |   860    |    low    |       5487      |   88.9  |
| b11001_003 | b11001 |   860    |   medium  |       620       |   10.0  |
| b11001_003 | b11001 |   860    |    high   |        64       |   1.0   |
| b11001_004 | b11001 |   010    |   medium  |        1        |  100.0  |
| b11001_004 | b11001 |   020    |    low    |        1        |   33.3  |
| b11001_004 | b11001 |   020    |   medium  |        1        |   33.3  |
| b11001_004 | b11001 |   020    |    high   |        1        |   33.3  |
| b11001_004 | b11001 |   030    |    low    |        3        |   50.0  |
| b11001_004 | b11001 |   030    |    high   |        3        |   50.0  |
| b11001_004 | b11001 |   040    |    low    |        12       |   48.0  |
| b11001_004 | b11001 |   040    |   medium  |        10       |   40.0  |
| b11001_004 | b11001 |   040    |    high   |        3        |   12.0  |
| b11001_004 | b11001 |   050    |    low    |       552       |   89.0  |
| b11001_004 | b11001 |   050    |   medium  |        65       |   10.5  |
| b11001_004 | b11001 |   050    |    high   |        3        |   0.5   |
| b11001_004 | b11001 |   060    |    low    |       4155      |   96.7  |
| b11001_004 | b11001 |   060    |   medium  |       134       |   3.1   |
| b11001_004 | b11001 |   060    |    high   |        6        |   0.1   |
| b11001_004 | b11001 |   140    |    low    |      10550      |   97.1  |
| b11001_004 | b11001 |   140    |   medium  |       319       |   2.9   |
| b11001_004 | b11001 |   150    |    low    |      29094      |   98.7  |
| b11001_004 | b11001 |   150    |   medium  |       387       |   1.3   |
| b11001_004 | b11001 |   150    |    high   |        2        |   0.0   |
| b11001_004 | b11001 |   160    |    low    |       3337      |   97.3  |
| b11001_004 | b11001 |   160    |   medium  |        91       |   2.7   |
| b11001_004 | b11001 |   160    |    high   |        2        |   0.1   |
| b11001_004 | b11001 |   170    |    low    |        2        |   66.7  |
| b11001_004 | b11001 |   170    |   medium  |        1        |   33.3  |
| b11001_004 | b11001 |   250    |    low    |        61       |   96.8  |
| b11001_004 | b11001 |   250    |   medium  |        2        |   3.2   |
| b11001_004 | b11001 |   251    |    low    |        73       |   96.1  |
| b11001_004 | b11001 |   251    |   medium  |        3        |   3.9   |
| b11001_004 | b11001 |   256    |    low    |        52       |   94.5  |
| b11001_004 | b11001 |   256    |   medium  |        3        |   5.5   |
| b11001_004 | b11001 |   258    |    low    |       149       |   99.3  |
| b11001_004 | b11001 |   258    |   medium  |        1        |   0.7   |
| b11001_004 | b11001 |   310    |    low    |       162       |   87.1  |
| b11001_004 | b11001 |   310    |   medium  |        21       |   11.3  |
| b11001_004 | b11001 |   310    |    high   |        3        |   1.6   |
| b11001_004 | b11001 |   400    |    low    |       548       |   93.5  |
| b11001_004 | b11001 |   400    |   medium  |        35       |   6.0   |
| b11001_004 | b11001 |   400    |    high   |        3        |   0.5   |
| b11001_004 | b11001 |   500    |    low    |       107       |   81.7  |
| b11001_004 | b11001 |   500    |   medium  |        23       |   17.6  |
| b11001_004 | b11001 |   500    |    high   |        1        |   0.8   |
| b11001_004 | b11001 |   795    |    low    |       552       |   88.6  |
| b11001_004 | b11001 |   795    |   medium  |        70       |   11.2  |
| b11001_004 | b11001 |   795    |    high   |        1        |   0.2   |
| b11001_004 | b11001 |   860    |    low    |       4309      |   97.4  |
| b11001_004 | b11001 |   860    |   medium  |       113       |   2.6   |
| b11001_004 | b11001 |   860    |    high   |        1        |   0.0   |
| b11001_005 | b11001 |   010    |    high   |        1        |  100.0  |
| b11001_005 | b11001 |   020    |   medium  |        1        |   25.0  |
| b11001_005 | b11001 |   020    |    high   |        3        |   75.0  |
| b11001_005 | b11001 |   030    |   medium  |        5        |   55.6  |
| b11001_005 | b11001 |   030    |    high   |        4        |   44.4  |
| b11001_005 | b11001 |   040    |    low    |        8        |   26.7  |
| b11001_005 | b11001 |   040    |   medium  |        18       |   60.0  |
| b11001_005 | b11001 |   040    |    high   |        4        |   13.3  |
| b11001_005 | b11001 |   050    |    low    |       566       |   92.9  |
| b11001_005 | b11001 |   050    |   medium  |        43       |   7.1   |
| b11001_005 | b11001 |   060    |    low    |       3370      |   98.2  |
| b11001_005 | b11001 |   060    |   medium  |        58       |   1.7   |
| b11001_005 | b11001 |   060    |    high   |        4        |   0.1   |
| b11001_005 | b11001 |   140    |    low    |       9950      |   99.3  |
| b11001_005 | b11001 |   140    |   medium  |        75       |   0.7   |
| b11001_005 | b11001 |   150    |    low    |      17231      |   99.8  |
| b11001_005 | b11001 |   150    |   medium  |        39       |   0.2   |
| b11001_005 | b11001 |   150    |    high   |        2        |   0.0   |
| b11001_005 | b11001 |   160    |    low    |       2504      |   98.3  |
| b11001_005 | b11001 |   160    |   medium  |        43       |   1.7   |
| b11001_005 | b11001 |   250    |    low    |        66       |   98.5  |
| b11001_005 | b11001 |   250    |   medium  |        1        |   1.5   |
| b11001_005 | b11001 |   251    |    low    |        43       |   97.7  |
| b11001_005 | b11001 |   251    |   medium  |        1        |   2.3   |
| b11001_005 | b11001 |   256    |    low    |        44       |  100.0  |
| b11001_005 | b11001 |   258    |    low    |        99       |  100.0  |
| b11001_005 | b11001 |   310    |    low    |       159       |   86.4  |
| b11001_005 | b11001 |   310    |   medium  |        24       |   13.0  |
| b11001_005 | b11001 |   310    |    high   |        1        |   0.5   |
| b11001_005 | b11001 |   400    |    low    |       526       |   96.0  |
| b11001_005 | b11001 |   400    |   medium  |        21       |   3.8   |
| b11001_005 | b11001 |   400    |    high   |        1        |   0.2   |
| b11001_005 | b11001 |   500    |    low    |       126       |   94.0  |
| b11001_005 | b11001 |   500    |   medium  |        8        |   6.0   |
| b11001_005 | b11001 |   795    |    low    |       494       |   92.9  |
| b11001_005 | b11001 |   795    |   medium  |        38       |   7.1   |
| b11001_005 | b11001 |   860    |    low    |       3509      |   98.8  |
| b11001_005 | b11001 |   860    |   medium  |        43       |   1.2   |
| b11001_006 | b11001 |   010    |   medium  |        1        |  100.0  |
| b11001_006 | b11001 |   020    |   medium  |        1        |   50.0  |
| b11001_006 | b11001 |   020    |    high   |        1        |   50.0  |
| b11001_006 | b11001 |   030    |    low    |        5        |   55.6  |
| b11001_006 | b11001 |   030    |   medium  |        3        |   33.3  |
| b11001_006 | b11001 |   030    |    high   |        1        |   11.1  |
| b11001_006 | b11001 |   040    |    low    |        17       |   53.1  |
| b11001_006 | b11001 |   040    |   medium  |        12       |   37.5  |
| b11001_006 | b11001 |   040    |    high   |        3        |   9.4   |
| b11001_006 | b11001 |   050    |    low    |       548       |   91.6  |
| b11001_006 | b11001 |   050    |   medium  |        47       |   7.9   |
| b11001_006 | b11001 |   050    |    high   |        3        |   0.5   |
| b11001_006 | b11001 |   060    |    low    |       3777      |   97.5  |
| b11001_006 | b11001 |   060    |   medium  |        91       |   2.3   |
| b11001_006 | b11001 |   060    |    high   |        6        |   0.2   |
| b11001_006 | b11001 |   140    |    low    |      10363      |   97.3  |
| b11001_006 | b11001 |   140    |   medium  |       289       |   2.7   |
| b11001_006 | b11001 |   150    |    low    |      27319      |   99.0  |
| b11001_006 | b11001 |   150    |   medium  |       279       |   1.0   |
| b11001_006 | b11001 |   150    |    high   |        3        |   0.0   |
| b11001_006 | b11001 |   160    |    low    |       2992      |   97.8  |
| b11001_006 | b11001 |   160    |   medium  |        67       |   2.2   |
| b11001_006 | b11001 |   160    |    high   |        1        |   0.0   |
| b11001_006 | b11001 |   170    |    low    |        2        |   66.7  |
| b11001_006 | b11001 |   170    |   medium  |        1        |   33.3  |
| b11001_006 | b11001 |   250    |    low    |        66       |   98.5  |
| b11001_006 | b11001 |   250    |   medium  |        1        |   1.5   |
| b11001_006 | b11001 |   251    |    low    |        61       |   95.3  |
| b11001_006 | b11001 |   251    |   medium  |        3        |   4.7   |
| b11001_006 | b11001 |   256    |    low    |        56       |   98.2  |
| b11001_006 | b11001 |   256    |   medium  |        1        |   1.8   |
| b11001_006 | b11001 |   258    |    low    |       127       |   99.2  |
| b11001_006 | b11001 |   258    |   medium  |        1        |   0.8   |
| b11001_006 | b11001 |   310    |    low    |       139       |   83.7  |
| b11001_006 | b11001 |   310    |   medium  |        25       |   15.1  |
| b11001_006 | b11001 |   310    |    high   |        2        |   1.2   |
| b11001_006 | b11001 |   400    |    low    |       532       |   95.5  |
| b11001_006 | b11001 |   400    |   medium  |        22       |   3.9   |
| b11001_006 | b11001 |   400    |    high   |        3        |   0.5   |
| b11001_006 | b11001 |   500    |    low    |       100       |   84.0  |
| b11001_006 | b11001 |   500    |   medium  |        18       |   15.1  |
| b11001_006 | b11001 |   500    |    high   |        1        |   0.8   |
| b11001_006 | b11001 |   795    |    low    |       510       |   90.7  |
| b11001_006 | b11001 |   795    |   medium  |        51       |   9.1   |
| b11001_006 | b11001 |   795    |    high   |        1        |   0.2   |
| b11001_006 | b11001 |   860    |    low    |       3923      |   97.6  |
| b11001_006 | b11001 |   860    |   medium  |        97       |   2.4   |
| b11001_006 | b11001 |   860    |    high   |        1        |   0.0   |
| b11001_007 | b11001 |   010    |    high   |        1        |  100.0  |
| b11001_007 | b11001 |   020    |    high   |        4        |  100.0  |
| b11001_007 | b11001 |   030    |    high   |        9        |  100.0  |
| b11001_007 | b11001 |   040    |    low    |        2        |   4.1   |
| b11001_007 | b11001 |   040    |   medium  |        9        |   18.4  |
| b11001_007 | b11001 |   040    |    high   |        38       |   77.6  |
| b11001_007 | b11001 |   050    |    low    |       768       |   75.7  |
| b11001_007 | b11001 |   050    |   medium  |       208       |   20.5  |
| b11001_007 | b11001 |   050    |    high   |        39       |   3.8   |
| b11001_007 | b11001 |   060    |    low    |       4927      |   93.5  |
| b11001_007 | b11001 |   060    |   medium  |       302       |   5.7   |
| b11001_007 | b11001 |   060    |    high   |        38       |   0.7   |
| b11001_007 | b11001 |   140    |    low    |      11533      |   93.2  |
| b11001_007 | b11001 |   140    |   medium  |       807       |   6.5   |
| b11001_007 | b11001 |   140    |    high   |        30       |   0.2   |
| b11001_007 | b11001 |   150    |    low    |      30177      |   96.5  |
| b11001_007 | b11001 |   150    |   medium  |       1054      |   3.4   |
| b11001_007 | b11001 |   150    |    high   |        26       |   0.1   |
| b11001_007 | b11001 |   160    |    low    |       3581      |   93.1  |
| b11001_007 | b11001 |   160    |   medium  |       235       |   6.1   |
| b11001_007 | b11001 |   160    |    high   |        30       |   0.8   |
| b11001_007 | b11001 |   170    |   medium  |        2        |   50.0  |
| b11001_007 | b11001 |   170    |    high   |        2        |   50.0  |
| b11001_007 | b11001 |   250    |    low    |        67       |   83.8  |
| b11001_007 | b11001 |   250    |   medium  |        11       |   13.8  |
| b11001_007 | b11001 |   250    |    high   |        2        |   2.5   |
| b11001_007 | b11001 |   251    |    low    |        62       |   91.2  |
| b11001_007 | b11001 |   251    |   medium  |        6        |   8.8   |
| b11001_007 | b11001 |   256    |    low    |        68       |   86.1  |
| b11001_007 | b11001 |   256    |   medium  |        11       |   13.9  |
| b11001_007 | b11001 |   258    |    low    |       141       |   91.6  |
| b11001_007 | b11001 |   258    |   medium  |        13       |   8.4   |
| b11001_007 | b11001 |   310    |    low    |       221       |   61.9  |
| b11001_007 | b11001 |   310    |   medium  |        98       |   27.5  |
| b11001_007 | b11001 |   310    |    high   |        38       |   10.6  |
| b11001_007 | b11001 |   400    |    low    |       642       |   81.7  |
| b11001_007 | b11001 |   400    |   medium  |       110       |   14.0  |
| b11001_007 | b11001 |   400    |    high   |        34       |   4.3   |
| b11001_007 | b11001 |   500    |    low    |        92       |   31.2  |
| b11001_007 | b11001 |   500    |   medium  |       163       |   55.3  |
| b11001_007 | b11001 |   500    |    high   |        40       |   13.6  |
| b11001_007 | b11001 |   795    |    low    |       814       |   70.5  |
| b11001_007 | b11001 |   795    |   medium  |       319       |   27.6  |
| b11001_007 | b11001 |   795    |    high   |        21       |   1.8   |
| b11001_007 | b11001 |   860    |    low    |       5098      |   92.1  |
| b11001_007 | b11001 |   860    |   medium  |       417       |   7.5   |
| b11001_007 | b11001 |   860    |    high   |        18       |   0.3   |
| b11001_008 | b11001 |   010    |    high   |        1        |  100.0  |
| b11001_008 | b11001 |   020    |    high   |        4        |  100.0  |
| b11001_008 | b11001 |   030    |    high   |        9        |  100.0  |
| b11001_008 | b11001 |   040    |    low    |        6        |   11.5  |
| b11001_008 | b11001 |   040    |   medium  |        20       |   38.5  |
| b11001_008 | b11001 |   040    |    high   |        26       |   50.0  |
| b11001_008 | b11001 |   050    |    low    |       702       |   81.5  |
| b11001_008 | b11001 |   050    |   medium  |       138       |   16.0  |
| b11001_008 | b11001 |   050    |    high   |        21       |   2.4   |
| b11001_008 | b11001 |   060    |    low    |       4676      |   95.1  |
| b11001_008 | b11001 |   060    |   medium  |       222       |   4.5   |
| b11001_008 | b11001 |   060    |    high   |        20       |   0.4   |
| b11001_008 | b11001 |   140    |    low    |      10916      |   94.8  |
| b11001_008 | b11001 |   140    |   medium  |       594       |   5.2   |
| b11001_008 | b11001 |   140    |    high   |        9        |   0.1   |
| b11001_008 | b11001 |   150    |    low    |      29354      |   97.5  |
| b11001_008 | b11001 |   150    |   medium  |       749       |   2.5   |
| b11001_008 | b11001 |   150    |    high   |        8        |   0.0   |
| b11001_008 | b11001 |   160    |    low    |       3452      |   94.5  |
| b11001_008 | b11001 |   160    |   medium  |       182       |   5.0   |
| b11001_008 | b11001 |   160    |    high   |        17       |   0.5   |
| b11001_008 | b11001 |   170    |    low    |        2        |   50.0  |
| b11001_008 | b11001 |   170    |   medium  |        1        |   25.0  |
| b11001_008 | b11001 |   170    |    high   |        1        |   25.0  |
| b11001_008 | b11001 |   250    |    low    |        79       |   90.8  |
| b11001_008 | b11001 |   250    |   medium  |        6        |   6.9   |
| b11001_008 | b11001 |   250    |    high   |        2        |   2.3   |
| b11001_008 | b11001 |   251    |    low    |        63       |   92.6  |
| b11001_008 | b11001 |   251    |   medium  |        5        |   7.4   |
| b11001_008 | b11001 |   256    |    low    |        73       |   89.0  |
| b11001_008 | b11001 |   256    |   medium  |        9        |   11.0  |
| b11001_008 | b11001 |   258    |    low    |       131       |   91.0  |
| b11001_008 | b11001 |   258    |   medium  |        13       |   9.0   |
| b11001_008 | b11001 |   310    |    low    |       209       |   70.4  |
| b11001_008 | b11001 |   310    |   medium  |        72       |   24.2  |
| b11001_008 | b11001 |   310    |    high   |        16       |   5.4   |
| b11001_008 | b11001 |   400    |    low    |       585       |   85.9  |
| b11001_008 | b11001 |   400    |   medium  |        78       |   11.5  |
| b11001_008 | b11001 |   400    |    high   |        18       |   2.6   |
| b11001_008 | b11001 |   500    |    low    |       137       |   50.9  |
| b11001_008 | b11001 |   500    |   medium  |       112       |   41.6  |
| b11001_008 | b11001 |   500    |    high   |        20       |   7.4   |
| b11001_008 | b11001 |   795    |    low    |       738       |   77.8  |
| b11001_008 | b11001 |   795    |   medium  |       199       |   21.0  |
| b11001_008 | b11001 |   795    |    high   |        12       |   1.3   |
| b11001_008 | b11001 |   860    |    low    |       4740      |   93.5  |
| b11001_008 | b11001 |   860    |   medium  |       318       |   6.3   |
| b11001_008 | b11001 |   860    |    high   |        11       |   0.2   |
| b11001_009 | b11001 |   010    |    high   |        1        |  100.0  |
| b11001_009 | b11001 |   020    |    high   |        4        |  100.0  |
| b11001_009 | b11001 |   030    |    high   |        9        |  100.0  |
| b11001_009 | b11001 |   040    |    low    |        12       |   25.5  |
| b11001_009 | b11001 |   040    |   medium  |        12       |   25.5  |
| b11001_009 | b11001 |   040    |    high   |        23       |   48.9  |
| b11001_009 | b11001 |   050    |    low    |       647       |   87.1  |
| b11001_009 | b11001 |   050    |   medium  |        90       |   12.1  |
| b11001_009 | b11001 |   050    |    high   |        6        |   0.8   |
| b11001_009 | b11001 |   060    |    low    |       3518      |   97.3  |
| b11001_009 | b11001 |   060    |   medium  |        89       |   2.5   |
| b11001_009 | b11001 |   060    |    high   |        8        |   0.2   |
| b11001_009 | b11001 |   140    |    low    |      10157      |   98.5  |
| b11001_009 | b11001 |   140    |   medium  |       153       |   1.5   |
| b11001_009 | b11001 |   150    |    low    |      19127      |   99.4  |
| b11001_009 | b11001 |   150    |   medium  |       115       |   0.6   |
| b11001_009 | b11001 |   160    |    low    |       2572      |   96.9  |
| b11001_009 | b11001 |   160    |   medium  |        77       |   2.9   |
| b11001_009 | b11001 |   160    |    high   |        5        |   0.2   |
| b11001_009 | b11001 |   170    |    low    |        3        |   75.0  |
| b11001_009 | b11001 |   170    |    high   |        1        |   25.0  |
| b11001_009 | b11001 |   250    |    low    |        41       |   95.3  |
| b11001_009 | b11001 |   250    |   medium  |        2        |   4.7   |
| b11001_009 | b11001 |   251    |    low    |        32       |  100.0  |
| b11001_009 | b11001 |   256    |    low    |        43       |   91.5  |
| b11001_009 | b11001 |   256    |   medium  |        4        |   8.5   |
| b11001_009 | b11001 |   258    |    low    |        91       |   97.8  |
| b11001_009 | b11001 |   258    |   medium  |        2        |   2.2   |
| b11001_009 | b11001 |   310    |    low    |       183       |   75.9  |
| b11001_009 | b11001 |   310    |   medium  |        47       |   19.5  |
| b11001_009 | b11001 |   310    |    high   |        11       |   4.6   |
| b11001_009 | b11001 |   400    |    low    |       621       |   91.3  |
| b11001_009 | b11001 |   400    |   medium  |        47       |   6.9   |
| b11001_009 | b11001 |   400    |    high   |        12       |   1.8   |
| b11001_009 | b11001 |   500    |    low    |       141       |   61.6  |
| b11001_009 | b11001 |   500    |   medium  |        78       |   34.1  |
| b11001_009 | b11001 |   500    |    high   |        10       |   4.4   |
| b11001_009 | b11001 |   795    |    low    |       647       |   86.4  |
| b11001_009 | b11001 |   795    |   medium  |        99       |   13.2  |
| b11001_009 | b11001 |   795    |    high   |        3        |   0.4   |
| b11001_009 | b11001 |   860    |    low    |       3677      |   96.6  |
| b11001_009 | b11001 |   860    |   medium  |       126       |   3.3   |
| b11001_009 | b11001 |   860    |    high   |        2        |   0.1   |
| b13002_001 | b13002 |   010    |    high   |        1        |  100.0  |
| b13002_001 | b13002 |   020    |    high   |        4        |  100.0  |
| b13002_001 | b13002 |   030    |    high   |        9        |  100.0  |
| b13002_001 | b13002 |   040    |    low    |        4        |   7.7   |
| b13002_001 | b13002 |   040    |   medium  |        4        |   7.7   |
| b13002_001 | b13002 |   040    |    high   |        44       |   84.6  |
| b13002_001 | b13002 |   050    |    low    |       773       |   34.5  |
| b13002_001 | b13002 |   050    |   medium  |       811       |   36.2  |
| b13002_001 | b13002 |   050    |    high   |       658       |   29.3  |
| b13002_001 | b13002 |   060    |    low    |       5839      |   90.7  |
| b13002_001 | b13002 |   060    |   medium  |       500       |   7.8   |
| b13002_001 | b13002 |   060    |    high   |       100       |   1.6   |
| b13002_001 | b13002 |   140    |    low    |      12545      |   92.9  |
| b13002_001 | b13002 |   140    |   medium  |       904       |   6.7   |
| b13002_001 | b13002 |   140    |    high   |        50       |   0.4   |
| b13002_001 | b13002 |   160    |    low    |       4257      |   89.9  |
| b13002_001 | b13002 |   160    |   medium  |       391       |   8.3   |
| b13002_001 | b13002 |   160    |    high   |        85       |   1.8   |
| b13002_001 | b13002 |   170    |    low    |        2        |   40.0  |
| b13002_001 | b13002 |   170    |   medium  |        2        |   40.0  |
| b13002_001 | b13002 |   170    |    high   |        1        |   20.0  |
| b13002_001 | b13002 |   250    |    low    |        84       |   86.6  |
| b13002_001 | b13002 |   250    |   medium  |        11       |   11.3  |
| b13002_001 | b13002 |   250    |    high   |        2        |   2.1   |
| b13002_001 | b13002 |   251    |    low    |        65       |   89.0  |
| b13002_001 | b13002 |   251    |   medium  |        8        |   11.0  |
| b13002_001 | b13002 |   256    |    low    |        61       |   91.0  |
| b13002_001 | b13002 |   256    |   medium  |        6        |   9.0   |
| b13002_001 | b13002 |   310    |    low    |       154       |   24.1  |
| b13002_001 | b13002 |   310    |   medium  |       214       |   33.5  |
| b13002_001 | b13002 |   310    |    high   |       270       |   42.3  |
| b13002_001 | b13002 |   400    |    low    |       720       |   77.4  |
| b13002_001 | b13002 |   400    |   medium  |       146       |   15.7  |
| b13002_001 | b13002 |   400    |    high   |        64       |   6.9   |
| b13002_001 | b13002 |   500    |    low    |        62       |   21.5  |
| b13002_001 | b13002 |   500    |   medium  |        93       |   32.3  |
| b13002_001 | b13002 |   500    |    high   |       133       |   46.2  |
| b13002_001 | b13002 |   795    |    low    |       613       |   42.4  |
| b13002_001 | b13002 |   795    |   medium  |       487       |   33.7  |
| b13002_001 | b13002 |   795    |    high   |       346       |   23.9  |
| b13002_001 | b13002 |   860    |    low    |       5786      |   91.1  |
| b13002_001 | b13002 |   860    |   medium  |       502       |   7.9   |
| b13002_001 | b13002 |   860    |    high   |        66       |   1.0   |
| b13002_002 | b13002 |   010    |   medium  |        1        |  100.0  |
| b13002_002 | b13002 |   020    |    low    |        2        |   50.0  |
| b13002_002 | b13002 |   020    |   medium  |        2        |   50.0  |
| b13002_002 | b13002 |   030    |    low    |        3        |   50.0  |
| b13002_002 | b13002 |   030    |   medium  |        3        |   50.0  |
| b13002_002 | b13002 |   040    |    low    |        16       |   72.7  |
| b13002_002 | b13002 |   040    |   medium  |        4        |   18.2  |
| b13002_002 | b13002 |   040    |    high   |        2        |   9.1   |
| b13002_002 | b13002 |   050    |    low    |       555       |   95.0  |
| b13002_002 | b13002 |   050    |   medium  |        27       |   4.6   |
| b13002_002 | b13002 |   050    |    high   |        2        |   0.3   |
| b13002_002 | b13002 |   060    |    low    |       3080      |   98.4  |
| b13002_002 | b13002 |   060    |   medium  |        45       |   1.4   |
| b13002_002 | b13002 |   060    |    high   |        4        |   0.1   |
