Coefficient of Variation for Change: Percent Total by All Categories

+------------+--------+----------+-----------+-----------------+---------+
|  variable  | table  | sumlevel | change_cv | change_cv_count | percent |
| b01001_010 | b01001 |   030    |    high   |        1        |   14.3  |
| b01001_010 | b01001 |   040    |    low    |        18       |   58.1  |
| b01001_010 | b01001 |   040    |   medium  |        10       |   32.3  |
| b01001_010 | b01001 |   040    |    high   |        3        |   9.7   |
| b01001_010 | b01001 |   050    |    low    |       624       |   88.1  |
| b01001_010 | b01001 |   050    |   medium  |        78       |   11.0  |
| b01001_010 | b01001 |   050    |    high   |        6        |   0.8   |
| b01001_010 | b01001 |   060    |    low    |       3413      |   97.8  |
| b01001_010 | b01001 |   060    |   medium  |        72       |   2.1   |
| b01001_010 | b01001 |   060    |    high   |        6        |   0.2   |
| b01001_010 | b01001 |   140    |    low    |      10219      |   98.8  |
| b01001_010 | b01001 |   140    |   medium  |       125       |   1.2   |
| b01001_010 | b01001 |   140    |    high   |        2        |   0.0   |
| b01001_010 | b01001 |   150    |    low    |      17094      |   99.6  |
| b01001_010 | b01001 |   150    |   medium  |        73       |   0.4   |
| b01001_010 | b01001 |   150    |    high   |        2        |   0.0   |
| b01001_010 | b01001 |   160    |    low    |       2432      |   97.9  |
| b01001_010 | b01001 |   160    |   medium  |        52       |   2.1   |
| b01001_010 | b01001 |   160    |    high   |        1        |   0.0   |
| b01001_010 | b01001 |   170    |    low    |        1        |  100.0  |
| b01001_010 | b01001 |   250    |    low    |        70       |   95.9  |
| b01001_010 | b01001 |   250    |   medium  |        3        |   4.1   |
| b01001_010 | b01001 |   251    |    low    |        39       |  100.0  |
| b01001_010 | b01001 |   256    |    low    |        58       |   98.3  |
| b01001_010 | b01001 |   256    |   medium  |        1        |   1.7   |
| b01001_010 | b01001 |   258    |    low    |        90       |   97.8  |
| b01001_010 | b01001 |   258    |   medium  |        2        |   2.2   |
| b01001_010 | b01001 |   310    |    low    |       171       |   85.1  |
| b01001_010 | b01001 |   310    |   medium  |        29       |   14.4  |
| b01001_010 | b01001 |   310    |    high   |        1        |   0.5   |
| b01001_010 | b01001 |   400    |    low    |       602       |   94.7  |
| b01001_010 | b01001 |   400    |   medium  |        32       |   5.0   |
| b01001_010 | b01001 |   400    |    high   |        2        |   0.3   |
| b01001_010 | b01001 |   500    |    low    |       101       |   79.5  |
| b01001_010 | b01001 |   500    |   medium  |        26       |   20.5  |
| b01001_010 | b01001 |   795    |    low    |       513       |   91.4  |
| b01001_010 | b01001 |   795    |   medium  |        48       |   8.6   |
| b01001_010 | b01001 |   860    |    low    |       3573      |   98.2  |
| b01001_010 | b01001 |   860    |   medium  |        67       |   1.8   |
| b01001_011 | b01001 |   010    |    high   |        1        |  100.0  |
| b01001_011 | b01001 |   020    |    high   |        4        |  100.0  |
| b01001_011 | b01001 |   030    |    high   |        9        |  100.0  |
| b01001_011 | b01001 |   040    |    low    |        4        |   7.8   |
| b01001_011 | b01001 |   040    |   medium  |        4        |   7.8   |
| b01001_011 | b01001 |   040    |    high   |        43       |   84.3  |
| b01001_011 | b01001 |   050    |    low    |       735       |   45.0  |
| b01001_011 | b01001 |   050    |   medium  |       414       |   25.4  |
| b01001_011 | b01001 |   050    |    high   |       484       |   29.6  |
| b01001_011 | b01001 |   060    |    low    |       4208      |   94.5  |
| b01001_011 | b01001 |   060    |   medium  |       202       |   4.5   |
| b01001_011 | b01001 |   060    |    high   |        42       |   0.9   |
| b01001_011 | b01001 |   140    |    low    |      10780      |   97.3  |
| b01001_011 | b01001 |   140    |   medium  |       292       |   2.6   |
| b01001_011 | b01001 |   140    |    high   |        3        |   0.0   |
| b01001_011 | b01001 |   150    |    low    |      23939      |   99.1  |
| b01001_011 | b01001 |   150    |   medium  |       221       |   0.9   |
| b01001_011 | b01001 |   150    |    high   |        3        |   0.0   |
| b01001_011 | b01001 |   160    |    low    |       2967      |   94.7  |
| b01001_011 | b01001 |   160    |   medium  |       132       |   4.2   |
| b01001_011 | b01001 |   160    |    high   |        34       |   1.1   |
| b01001_011 | b01001 |   170    |   medium  |        1        |   20.0  |
| b01001_011 | b01001 |   170    |    high   |        4        |   80.0  |
| b01001_011 | b01001 |   250    |    low    |        62       |   84.9  |
| b01001_011 | b01001 |   250    |   medium  |        11       |   15.1  |
| b01001_011 | b01001 |   251    |    low    |        47       |   94.0  |
| b01001_011 | b01001 |   251    |   medium  |        3        |   6.0   |
| b01001_011 | b01001 |   256    |    low    |        67       |   93.1  |
| b01001_011 | b01001 |   256    |   medium  |        5        |   6.9   |
| b01001_011 | b01001 |   258    |    low    |       120       |   95.2  |
| b01001_011 | b01001 |   258    |   medium  |        6        |   4.8   |
| b01001_011 | b01001 |   310    |    low    |       171       |   35.2  |
| b01001_011 | b01001 |   310    |   medium  |       133       |   27.4  |
| b01001_011 | b01001 |   310    |    high   |       182       |   37.4  |
| b01001_011 | b01001 |   400    |    low    |       592       |   79.0  |
| b01001_011 | b01001 |   400    |   medium  |        99       |   13.2  |
| b01001_011 | b01001 |   400    |    high   |        58       |   7.7   |
| b01001_011 | b01001 |   500    |    low    |        91       |   32.5  |
| b01001_011 | b01001 |   500    |   medium  |       118       |   42.1  |
| b01001_011 | b01001 |   500    |    high   |        71       |   25.4  |
| b01001_011 | b01001 |   795    |    low    |       649       |   62.4  |
| b01001_011 | b01001 |   795    |   medium  |       283       |   27.2  |
| b01001_011 | b01001 |   795    |    high   |       108       |   10.4  |
| b01001_011 | b01001 |   860    |    low    |       4196      |   96.2  |
| b01001_011 | b01001 |   860    |   medium  |       153       |   3.5   |
| b01001_011 | b01001 |   860    |    high   |        13       |   0.3   |
| b01001_012 | b01001 |   010    |    high   |        1        |  100.0  |
| b01001_012 | b01001 |   020    |    high   |        4        |  100.0  |
| b01001_012 | b01001 |   030    |    low    |        1        |   11.1  |
| b01001_012 | b01001 |   030    |    high   |        8        |   88.9  |
| b01001_012 | b01001 |   040    |    low    |        2        |   4.3   |
| b01001_012 | b01001 |   040    |   medium  |        4        |   8.7   |
| b01001_012 | b01001 |   040    |    high   |        40       |   87.0  |
| b01001_012 | b01001 |   050    |    low    |       768       |   50.8  |
| b01001_012 | b01001 |   050    |   medium  |       334       |   22.1  |
| b01001_012 | b01001 |   050    |    high   |       409       |   27.1  |
| b01001_012 | b01001 |   060    |    low    |       4318      |   94.9  |
| b01001_012 | b01001 |   060    |   medium  |       191       |   4.2   |
| b01001_012 | b01001 |   060    |    high   |        39       |   0.9   |
| b01001_012 | b01001 |   140    |    low    |      10993      |   97.5  |
| b01001_012 | b01001 |   140    |   medium  |       282       |   2.5   |
| b01001_012 | b01001 |   140    |    high   |        3        |   0.0   |
| b01001_012 | b01001 |   150    |    low    |      25236      |   99.1  |
| b01001_012 | b01001 |   150    |   medium  |       239       |   0.9   |
| b01001_012 | b01001 |   160    |    low    |       3079      |   94.7  |
| b01001_012 | b01001 |   160    |   medium  |       139       |   4.3   |
| b01001_012 | b01001 |   160    |    high   |        33       |   1.0   |
| b01001_012 | b01001 |   170    |    low    |        4        |   66.7  |
| b01001_012 | b01001 |   170    |    high   |        2        |   33.3  |
| b01001_012 | b01001 |   250    |    low    |        73       |   91.2  |
| b01001_012 | b01001 |   250    |   medium  |        7        |   8.8   |
| b01001_012 | b01001 |   251    |    low    |        47       |   95.9  |
| b01001_012 | b01001 |   251    |   medium  |        2        |   4.1   |
| b01001_012 | b01001 |   256    |    low    |        60       |   96.8  |
| b01001_012 | b01001 |   256    |   medium  |        2        |   3.2   |
| b01001_012 | b01001 |   258    |    low    |       116       |  100.0  |
| b01001_012 | b01001 |   310    |    low    |       191       |   42.7  |
| b01001_012 | b01001 |   310    |   medium  |       124       |   27.7  |
| b01001_012 | b01001 |   310    |    high   |       132       |   29.5  |
| b01001_012 | b01001 |   400    |    low    |       637       |   82.4  |
| b01001_012 | b01001 |   400    |   medium  |        92       |   11.9  |
| b01001_012 | b01001 |   400    |    high   |        44       |   5.7   |
| b01001_012 | b01001 |   500    |    low    |        97       |   41.1  |
| b01001_012 | b01001 |   500    |   medium  |        91       |   38.6  |
| b01001_012 | b01001 |   500    |    high   |        48       |   20.3  |
| b01001_012 | b01001 |   795    |    low    |       672       |   69.6  |
| b01001_012 | b01001 |   795    |   medium  |       214       |   22.2  |
| b01001_012 | b01001 |   795    |    high   |        80       |   8.3   |
| b01001_012 | b01001 |   860    |    low    |       4237      |   95.6  |
| b01001_012 | b01001 |   860    |   medium  |       166       |   3.7   |
| b01001_012 | b01001 |   860    |    high   |        31       |   0.7   |
| b01001_013 | b01001 |   010    |    high   |        1        |  100.0  |
| b01001_013 | b01001 |   020    |    high   |        4        |  100.0  |
| b01001_013 | b01001 |   030    |   medium  |        3        |   33.3  |
| b01001_013 | b01001 |   030    |    high   |        6        |   66.7  |
| b01001_013 | b01001 |   040    |    low    |        7        |   16.3  |
| b01001_013 | b01001 |   040    |   medium  |        16       |   37.2  |
| b01001_013 | b01001 |   040    |    high   |        20       |   46.5  |
| b01001_013 | b01001 |   050    |    low    |       689       |   81.5  |
| b01001_013 | b01001 |   050    |   medium  |       146       |   17.3  |
| b01001_013 | b01001 |   050    |    high   |        10       |   1.2   |
| b01001_013 | b01001 |   060    |    low    |       4329      |   95.8  |
| b01001_013 | b01001 |   060    |   medium  |       182       |   4.0   |
| b01001_013 | b01001 |   060    |    high   |        9        |   0.2   |
| b01001_013 | b01001 |   140    |    low    |      11091      |   97.1  |
| b01001_013 | b01001 |   140    |   medium  |       328       |   2.9   |
| b01001_013 | b01001 |   140    |    high   |        1        |   0.0   |
| b01001_013 | b01001 |   150    |    low    |      25295      |   98.9  |
| b01001_013 | b01001 |   150    |   medium  |       281       |   1.1   |
| b01001_013 | b01001 |   150    |    high   |        4        |   0.0   |
| b01001_013 | b01001 |   160    |    low    |       3047      |   95.3  |
| b01001_013 | b01001 |   160    |   medium  |       148       |   4.6   |
| b01001_013 | b01001 |   160    |    high   |        3        |   0.1   |
| b01001_013 | b01001 |   170    |    low    |        2        |   66.7  |
| b01001_013 | b01001 |   170    |   medium  |        1        |   33.3  |
| b01001_013 | b01001 |   250    |    low    |        66       |   94.3  |
| b01001_013 | b01001 |   250    |   medium  |        4        |   5.7   |
| b01001_013 | b01001 |   251    |    low    |        35       |   97.2  |
| b01001_013 | b01001 |   251    |   medium  |        1        |   2.8   |
| b01001_013 | b01001 |   256    |    low    |        48       |   98.0  |
| b01001_013 | b01001 |   256    |   medium  |        1        |   2.0   |
| b01001_013 | b01001 |   258    |    low    |       110       |   99.1  |
| b01001_013 | b01001 |   258    |   medium  |        1        |   0.9   |
| b01001_013 | b01001 |   310    |    low    |       187       |   70.8  |
| b01001_013 | b01001 |   310    |   medium  |        60       |   22.7  |
| b01001_013 | b01001 |   310    |    high   |        17       |   6.4   |
| b01001_013 | b01001 |   400    |    low    |       599       |   88.3  |
| b01001_013 | b01001 |   400    |   medium  |        68       |   10.0  |
| b01001_013 | b01001 |   400    |    high   |        11       |   1.6   |
| b01001_013 | b01001 |   500    |    low    |       111       |   53.1  |
| b01001_013 | b01001 |   500    |   medium  |        93       |   44.5  |
| b01001_013 | b01001 |   500    |    high   |        5        |   2.4   |
| b01001_013 | b01001 |   795    |    low    |       640       |   85.8  |
| b01001_013 | b01001 |   795    |   medium  |       106       |   14.2  |
| b01001_013 | b01001 |   860    |    low    |       4282      |   97.0  |
| b01001_013 | b01001 |   860    |   medium  |       132       |   3.0   |
| b01001_014 | b01001 |   010    |    high   |        1        |  100.0  |
| b01001_014 | b01001 |   020    |   medium  |        1        |   25.0  |
| b01001_014 | b01001 |   020    |    high   |        3        |   75.0  |
| b01001_014 | b01001 |   030    |   medium  |        1        |   11.1  |
| b01001_014 | b01001 |   030    |    high   |        8        |   88.9  |
| b01001_014 | b01001 |   040    |    low    |        9        |   22.0  |
| b01001_014 | b01001 |   040    |   medium  |        13       |   31.7  |
| b01001_014 | b01001 |   040    |    high   |        19       |   46.3  |
| b01001_014 | b01001 |   050    |    low    |       803       |   84.4  |
| b01001_014 | b01001 |   050    |   medium  |       138       |   14.5  |
