Statistically Significant Difference: Percent Total by All Categories

+------------+--------+----------+---------+---------------+---------+
|  variable  | table  | sumlevel | sig_dif | sig_dif_count | percent |
| b13002_016 | b13002 |   250    |  False  |      613      |   88.5  |
| b13002_016 | b13002 |   250    |   True  |       79      |   11.4  |
| b13002_016 | b13002 |   250    |   nan   |       1       |   0.1   |
| b13002_016 | b13002 |   251    |  False  |      414      |   86.2  |
| b13002_016 | b13002 |   251    |   True  |       66      |   13.8  |
| b13002_016 | b13002 |   256    |  False  |      414      |   86.1  |
| b13002_016 | b13002 |   256    |   True  |       66      |   13.7  |
| b13002_016 | b13002 |   256    |   nan   |       1       |   0.2   |
| b13002_016 | b13002 |   310    |  False  |      496      |   62.3  |
| b13002_016 | b13002 |   310    |   True  |      293      |   36.8  |
| b13002_016 | b13002 |   310    |   nan   |       7       |   0.9   |
| b13002_016 | b13002 |   400    |  False  |      2854     |   79.5  |
| b13002_016 | b13002 |   400    |   True  |      686      |   19.1  |
| b13002_016 | b13002 |   400    |   nan   |       52      |   1.4   |
| b13002_016 | b13002 |   500    |  False  |      141      |   38.3  |
| b13002_016 | b13002 |   500    |   True  |      204      |   55.4  |
| b13002_016 | b13002 |   500    |   nan   |       23      |   6.2   |
| b13002_016 | b13002 |   795    |  False  |      1485     |   62.4  |
| b13002_016 | b13002 |   795    |   True  |      820      |   34.5  |
| b13002_016 | b13002 |   795    |   nan   |       73      |   3.1   |
| b13002_016 | b13002 |   860    |  False  |     27683     |   83.6  |
| b13002_016 | b13002 |   860    |   True  |      4996     |   15.1  |
| b13002_016 | b13002 |   860    |   nan   |      441      |   1.3   |
| b13002_017 | b13002 |   010    |   True  |       1       |  100.0  |
| b13002_017 | b13002 |   020    |   True  |       4       |  100.0  |
| b13002_017 | b13002 |   030    |   True  |       9       |  100.0  |
| b13002_017 | b13002 |   040    |  False  |       9       |   17.3  |
| b13002_017 | b13002 |   040    |   True  |       43      |   82.7  |
| b13002_017 | b13002 |   050    |  False  |      1915     |   59.5  |
| b13002_017 | b13002 |   050    |   True  |      1280     |   39.8  |
| b13002_017 | b13002 |   050    |   nan   |       25      |   0.8   |
| b13002_017 | b13002 |   060    |  False  |     31850     |   87.2  |
| b13002_017 | b13002 |   060    |   True  |      4514     |   12.4  |
| b13002_017 | b13002 |   060    |   nan   |      180      |   0.5   |
| b13002_017 | b13002 |   140    |  False  |     61377     |   83.3  |
| b13002_017 | b13002 |   140    |   True  |     10616     |   14.4  |
| b13002_017 | b13002 |   140    |   nan   |      1649     |   2.2   |
| b13002_017 | b13002 |   160    |  False  |     26062     |   88.3  |
| b13002_017 | b13002 |   160    |   True  |      3147     |   10.7  |
| b13002_017 | b13002 |   160    |   nan   |      301      |   1.0   |
| b13002_017 | b13002 |   170    |  False  |       5       |   62.5  |
| b13002_017 | b13002 |   170    |   True  |       3       |   37.5  |
| b13002_017 | b13002 |   250    |  False  |      630      |   90.9  |
| b13002_017 | b13002 |   250    |   True  |       62      |   8.9   |
| b13002_017 | b13002 |   250    |   nan   |       1       |   0.1   |
| b13002_017 | b13002 |   251    |  False  |      413      |   86.0  |
| b13002_017 | b13002 |   251    |   True  |       67      |   14.0  |
| b13002_017 | b13002 |   256    |  False  |      435      |   90.4  |
| b13002_017 | b13002 |   256    |   True  |       45      |   9.4   |
| b13002_017 | b13002 |   256    |   nan   |       1       |   0.2   |
| b13002_017 | b13002 |   310    |  False  |      424      |   53.3  |
| b13002_017 | b13002 |   310    |   True  |      365      |   45.9  |
| b13002_017 | b13002 |   310    |   nan   |       7       |   0.9   |
| b13002_017 | b13002 |   400    |  False  |      2872     |   80.0  |
| b13002_017 | b13002 |   400    |   True  |      668      |   18.6  |
| b13002_017 | b13002 |   400    |   nan   |       52      |   1.4   |
| b13002_017 | b13002 |   500    |  False  |      149      |   40.5  |
| b13002_017 | b13002 |   500    |   True  |      196      |   53.3  |
| b13002_017 | b13002 |   500    |   nan   |       23      |   6.2   |
| b13002_017 | b13002 |   795    |  False  |      1526     |   64.2  |
| b13002_017 | b13002 |   795    |   True  |      779      |   32.8  |
| b13002_017 | b13002 |   795    |   nan   |       73      |   3.1   |
| b13002_017 | b13002 |   860    |  False  |     28407     |   85.8  |
| b13002_017 | b13002 |   860    |   True  |      4272     |   12.9  |
| b13002_017 | b13002 |   860    |   nan   |      441      |   1.3   |
| b13002_018 | b13002 |   010    |   True  |       1       |  100.0  |
| b13002_018 | b13002 |   020    |   True  |       4       |  100.0  |
| b13002_018 | b13002 |   030    |   True  |       9       |  100.0  |
| b13002_018 | b13002 |   040    |  False  |       2       |   3.8   |
| b13002_018 | b13002 |   040    |   True  |       50      |   96.2  |
| b13002_018 | b13002 |   050    |  False  |      2228     |   69.2  |
| b13002_018 | b13002 |   050    |   True  |      967      |   30.0  |
| b13002_018 | b13002 |   050    |   nan   |       25      |   0.8   |
| b13002_018 | b13002 |   060    |  False  |     31815     |   87.1  |
| b13002_018 | b13002 |   060    |   True  |      4549     |   12.4  |
| b13002_018 | b13002 |   060    |   nan   |      180      |   0.5   |
| b13002_018 | b13002 |   140    |  False  |     60852     |   82.6  |
| b13002_018 | b13002 |   140    |   True  |     11141     |   15.1  |
| b13002_018 | b13002 |   140    |   nan   |      1649     |   2.2   |
| b13002_018 | b13002 |   160    |  False  |     25816     |   87.5  |
| b13002_018 | b13002 |   160    |   True  |      3393     |   11.5  |
| b13002_018 | b13002 |   160    |   nan   |      301      |   1.0   |
| b13002_018 | b13002 |   170    |  False  |       2       |   25.0  |
| b13002_018 | b13002 |   170    |   True  |       6       |   75.0  |
| b13002_018 | b13002 |   250    |  False  |      602      |   86.9  |
| b13002_018 | b13002 |   250    |   True  |       90      |   13.0  |
| b13002_018 | b13002 |   250    |   nan   |       1       |   0.1   |
| b13002_018 | b13002 |   251    |  False  |      424      |   88.3  |
| b13002_018 | b13002 |   251    |   True  |       56      |   11.7  |
| b13002_018 | b13002 |   256    |  False  |      413      |   85.9  |
| b13002_018 | b13002 |   256    |   True  |       67      |   13.9  |
| b13002_018 | b13002 |   256    |   nan   |       1       |   0.2   |
| b13002_018 | b13002 |   310    |  False  |      490      |   61.6  |
| b13002_018 | b13002 |   310    |   True  |      299      |   37.6  |
| b13002_018 | b13002 |   310    |   nan   |       7       |   0.9   |
| b13002_018 | b13002 |   400    |  False  |      2816     |   78.4  |
| b13002_018 | b13002 |   400    |   True  |      724      |   20.2  |
| b13002_018 | b13002 |   400    |   nan   |       52      |   1.4   |
| b13002_018 | b13002 |   500    |  False  |       95      |   25.8  |
| b13002_018 | b13002 |   500    |   True  |      250      |   67.9  |
| b13002_018 | b13002 |   500    |   nan   |       23      |   6.2   |
| b13002_018 | b13002 |   795    |  False  |      1419     |   59.7  |
| b13002_018 | b13002 |   795    |   True  |      886      |   37.3  |
| b13002_018 | b13002 |   795    |   nan   |       73      |   3.1   |
| b13002_018 | b13002 |   860    |  False  |     28119     |   84.9  |
| b13002_018 | b13002 |   860    |   True  |      4560     |   13.8  |
| b13002_018 | b13002 |   860    |   nan   |      441      |   1.3   |
| b13002_019 | b13002 |   010    |  False  |       1       |  100.0  |
| b13002_019 | b13002 |   020    |  False  |       1       |   25.0  |
| b13002_019 | b13002 |   020    |   True  |       3       |   75.0  |
| b13002_019 | b13002 |   030    |  False  |       3       |   33.3  |
| b13002_019 | b13002 |   030    |   True  |       6       |   66.7  |
| b13002_019 | b13002 |   040    |  False  |       18      |   34.6  |
| b13002_019 | b13002 |   040    |   True  |       34      |   65.4  |
| b13002_019 | b13002 |   050    |  False  |      2564     |   79.6  |
| b13002_019 | b13002 |   050    |   True  |      631      |   19.6  |
| b13002_019 | b13002 |   050    |   nan   |       25      |   0.8   |
| b13002_019 | b13002 |   060    |  False  |     32540     |   89.0  |
| b13002_019 | b13002 |   060    |   True  |      3824     |   10.5  |
| b13002_019 | b13002 |   060    |   nan   |      180      |   0.5   |
| b13002_019 | b13002 |   140    |  False  |     61702     |   83.8  |
| b13002_019 | b13002 |   140    |   True  |     10291     |   14.0  |
| b13002_019 | b13002 |   140    |   nan   |      1649     |   2.2   |
| b13002_019 | b13002 |   160    |  False  |     26451     |   89.6  |
| b13002_019 | b13002 |   160    |   True  |      2758     |   9.3   |
| b13002_019 | b13002 |   160    |   nan   |      301      |   1.0   |
| b13002_019 | b13002 |   170    |  False  |       8       |  100.0  |
| b13002_019 | b13002 |   250    |  False  |      637      |   91.9  |
| b13002_019 | b13002 |   250    |   True  |       55      |   7.9   |
| b13002_019 | b13002 |   250    |   nan   |       1       |   0.1   |
| b13002_019 | b13002 |   251    |  False  |      435      |   90.6  |
| b13002_019 | b13002 |   251    |   True  |       45      |   9.4   |
| b13002_019 | b13002 |   256    |  False  |      433      |   90.0  |
| b13002_019 | b13002 |   256    |   True  |       47      |   9.8   |
| b13002_019 | b13002 |   256    |   nan   |       1       |   0.2   |
| b13002_019 | b13002 |   310    |  False  |      603      |   75.8  |
| b13002_019 | b13002 |   310    |   True  |      186      |   23.4  |
| b13002_019 | b13002 |   310    |   nan   |       7       |   0.9   |
| b13002_019 | b13002 |   400    |  False  |      2988     |   83.2  |
| b13002_019 | b13002 |   400    |   True  |      552      |   15.4  |
| b13002_019 | b13002 |   400    |   nan   |       52      |   1.4   |
| b13002_019 | b13002 |   500    |  False  |      217      |   59.0  |
| b13002_019 | b13002 |   500    |   True  |      128      |   34.8  |
| b13002_019 | b13002 |   500    |   nan   |       23      |   6.2   |
| b13002_019 | b13002 |   795    |  False  |      1780     |   74.9  |
| b13002_019 | b13002 |   795    |   True  |      525      |   22.1  |
| b13002_019 | b13002 |   795    |   nan   |       73      |   3.1   |
| b13002_019 | b13002 |   860    |  False  |     28778     |   86.9  |
| b13002_019 | b13002 |   860    |   True  |      3901     |   11.8  |
| b13002_019 | b13002 |   860    |   nan   |      441      |   1.3   |
| b14001_001 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_001 | b14001 |   020    |   True  |       4       |  100.0  |
| b14001_001 | b14001 |   030    |   True  |       9       |  100.0  |
| b14001_001 | b14001 |   040    |   True  |       52      |  100.0  |
| b14001_001 | b14001 |   050    |  False  |      564      |   17.5  |
| b14001_001 | b14001 |   050    |   True  |      2656     |   82.5  |
| b14001_001 | b14001 |   060    |  False  |     26840     |   73.4  |
| b14001_001 | b14001 |   060    |   True  |      9704     |   26.6  |
| b14001_001 | b14001 |   140    |  False  |     55938     |   76.0  |
| b14001_001 | b14001 |   140    |   True  |     17704     |   24.0  |
| b14001_001 | b14001 |   160    |  False  |     21734     |   73.6  |
| b14001_001 | b14001 |   160    |   True  |      7776     |   26.4  |
| b14001_001 | b14001 |   170    |  False  |       2       |   25.0  |
| b14001_001 | b14001 |   170    |   True  |       6       |   75.0  |
| b14001_001 | b14001 |   250    |  False  |      550      |   79.4  |
| b14001_001 | b14001 |   250    |   True  |      143      |   20.6  |
| b14001_001 | b14001 |   251    |  False  |      380      |   79.2  |
| b14001_001 | b14001 |   251    |   True  |      100      |   20.8  |
| b14001_001 | b14001 |   256    |  False  |      383      |   79.6  |
| b14001_001 | b14001 |   256    |   True  |       98      |   20.4  |
| b14001_001 | b14001 |   310    |  False  |       83      |   10.4  |
| b14001_001 | b14001 |   310    |   True  |      713      |   89.6  |
| b14001_001 | b14001 |   400    |  False  |      2236     |   62.2  |
| b14001_001 | b14001 |   400    |   True  |      1356     |   37.8  |
| b14001_001 | b14001 |   500    |  False  |       31      |   8.4   |
| b14001_001 | b14001 |   500    |   True  |      337      |   91.6  |
| b14001_001 | b14001 |   795    |  False  |      418      |   17.6  |
| b14001_001 | b14001 |   795    |   True  |      1960     |   82.4  |
| b14001_001 | b14001 |   860    |  False  |     24383     |   73.6  |
| b14001_001 | b14001 |   860    |   True  |      8737     |   26.4  |
| b14001_002 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_002 | b14001 |   020    |  False  |       1       |   25.0  |
| b14001_002 | b14001 |   020    |   True  |       3       |   75.0  |
| b14001_002 | b14001 |   030    |   True  |       9       |  100.0  |
| b14001_002 | b14001 |   040    |  False  |       2       |   3.8   |
| b14001_002 | b14001 |   040    |   True  |       50      |   96.2  |
| b14001_002 | b14001 |   050    |  False  |      1477     |   45.9  |
| b14001_002 | b14001 |   050    |   True  |      1743     |   54.1  |
| b14001_002 | b14001 |   060    |  False  |     29771     |   81.5  |
| b14001_002 | b14001 |   060    |   True  |      6773     |   18.5  |
| b14001_002 | b14001 |   140    |  False  |     59476     |   80.8  |
| b14001_002 | b14001 |   140    |   True  |     14166     |   19.2  |
| b14001_002 | b14001 |   160    |  False  |     24549     |   83.2  |
| b14001_002 | b14001 |   160    |   True  |      4961     |   16.8  |
| b14001_002 | b14001 |   170    |  False  |       4       |   50.0  |
| b14001_002 | b14001 |   170    |   True  |       4       |   50.0  |
| b14001_002 | b14001 |   250    |  False  |      578      |   83.4  |
| b14001_002 | b14001 |   250    |   True  |      115      |   16.6  |
| b14001_002 | b14001 |   251    |  False  |      385      |   80.2  |
| b14001_002 | b14001 |   251    |   True  |       95      |   19.8  |
| b14001_002 | b14001 |   256    |  False  |      405      |   84.2  |
| b14001_002 | b14001 |   256    |   True  |       76      |   15.8  |
| b14001_002 | b14001 |   310    |  False  |      273      |   34.3  |
| b14001_002 | b14001 |   310    |   True  |      523      |   65.7  |
| b14001_002 | b14001 |   400    |  False  |      2623     |   73.0  |
| b14001_002 | b14001 |   400    |   True  |      969      |   27.0  |
| b14001_002 | b14001 |   500    |  False  |       84      |   22.8  |
| b14001_002 | b14001 |   500    |   True  |      284      |   77.2  |
| b14001_002 | b14001 |   795    |  False  |      1050     |   44.2  |
| b14001_002 | b14001 |   795    |   True  |      1328     |   55.8  |
| b14001_002 | b14001 |   860    |  False  |     26437     |   79.8  |
| b14001_002 | b14001 |   860    |   True  |      6683     |   20.2  |
| b14001_003 | b14001 |   010    |  False  |       1       |  100.0  |
| b14001_003 | b14001 |   020    |  False  |       1       |   25.0  |
| b14001_003 | b14001 |   020    |   True  |       3       |   75.0  |
| b14001_003 | b14001 |   030    |  False  |       3       |   33.3  |
| b14001_003 | b14001 |   030    |   True  |       6       |   66.7  |
| b14001_003 | b14001 |   040    |  False  |       26      |   50.0  |
| b14001_003 | b14001 |   040    |   True  |       26      |   50.0  |
| b14001_003 | b14001 |   050    |  False  |      2583     |   80.2  |
| b14001_003 | b14001 |   050    |   True  |      637      |   19.8  |
| b14001_003 | b14001 |   060    |  False  |     32954     |   90.2  |
| b14001_003 | b14001 |   060    |   True  |      3590     |   9.8   |
| b14001_003 | b14001 |   140    |  False  |     63432     |   86.1  |
| b14001_003 | b14001 |   140    |   True  |     10210     |   13.9  |
| b14001_003 | b14001 |   160    |  False  |     26963     |   91.4  |
| b14001_003 | b14001 |   160    |   True  |      2547     |   8.6   |
| b14001_003 | b14001 |   170    |  False  |       7       |   87.5  |
| b14001_003 | b14001 |   170    |   True  |       1       |   12.5  |
| b14001_003 | b14001 |   250    |  False  |      636      |   91.8  |
| b14001_003 | b14001 |   250    |   True  |       57      |   8.2   |
| b14001_003 | b14001 |   251    |  False  |      445      |   92.7  |
| b14001_003 | b14001 |   251    |   True  |       35      |   7.3   |
| b14001_003 | b14001 |   256    |  False  |      425      |   88.4  |
| b14001_003 | b14001 |   256    |   True  |       56      |   11.6  |
| b14001_003 | b14001 |   310    |  False  |      618      |   77.6  |
| b14001_003 | b14001 |   310    |   True  |      178      |   22.4  |
| b14001_003 | b14001 |   400    |  False  |      2998     |   83.5  |
| b14001_003 | b14001 |   400    |   True  |      594      |   16.5  |
| b14001_003 | b14001 |   500    |  False  |      266      |   72.3  |
| b14001_003 | b14001 |   500    |   True  |      102      |   27.7  |
| b14001_003 | b14001 |   795    |  False  |      1897     |   79.8  |
| b14001_003 | b14001 |   795    |   True  |      481      |   20.2  |
| b14001_003 | b14001 |   860    |  False  |     29567     |   89.3  |
| b14001_003 | b14001 |   860    |   True  |      3553     |   10.7  |
| b14001_004 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_004 | b14001 |   020    |  False  |       1       |   25.0  |
| b14001_004 | b14001 |   020    |   True  |       3       |   75.0  |
| b14001_004 | b14001 |   030    |  False  |       1       |   11.1  |
| b14001_004 | b14001 |   030    |   True  |       8       |   88.9  |
| b14001_004 | b14001 |   040    |  False  |       25      |   48.1  |
| b14001_004 | b14001 |   040    |   True  |       27      |   51.9  |
| b14001_004 | b14001 |   050    |  False  |      2604     |   80.9  |
| b14001_004 | b14001 |   050    |   True  |      616      |   19.1  |
| b14001_004 | b14001 |   060    |  False  |     33145     |   90.7  |
| b14001_004 | b14001 |   060    |   True  |      3399     |   9.3   |
| b14001_004 | b14001 |   140    |  False  |     63483     |   86.2  |
| b14001_004 | b14001 |   140    |   True  |     10159     |   13.8  |
| b14001_004 | b14001 |   160    |  False  |     27134     |   91.9  |
| b14001_004 | b14001 |   160    |   True  |      2376     |   8.1   |
| b14001_004 | b14001 |   170    |  False  |       4       |   50.0  |
| b14001_004 | b14001 |   170    |   True  |       4       |   50.0  |
| b14001_004 | b14001 |   250    |  False  |      645      |   93.1  |
| b14001_004 | b14001 |   250    |   True  |       48      |   6.9   |
| b14001_004 | b14001 |   251    |  False  |      432      |   90.0  |
| b14001_004 | b14001 |   251    |   True  |       48      |   10.0  |
| b14001_004 | b14001 |   256    |  False  |      428      |   89.0  |
| b14001_004 | b14001 |   256    |   True  |       53      |   11.0  |
| b14001_004 | b14001 |   310    |  False  |      620      |   77.9  |
| b14001_004 | b14001 |   310    |   True  |      176      |   22.1  |
| b14001_004 | b14001 |   400    |  False  |      2988     |   83.2  |
| b14001_004 | b14001 |   400    |   True  |      604      |   16.8  |
| b14001_004 | b14001 |   500    |  False  |      266      |   72.3  |
| b14001_004 | b14001 |   500    |   True  |      102      |   27.7  |
| b14001_004 | b14001 |   795    |  False  |      1889     |   79.4  |
| b14001_004 | b14001 |   795    |   True  |      489      |   20.6  |
| b14001_004 | b14001 |   860    |  False  |     29559     |   89.2  |
| b14001_004 | b14001 |   860    |   True  |      3561     |   10.8  |
| b14001_005 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_005 | b14001 |   020    |   True  |       4       |  100.0  |
| b14001_005 | b14001 |   030    |  False  |       1       |   11.1  |
| b14001_005 | b14001 |   030    |   True  |       8       |   88.9  |
| b14001_005 | b14001 |   040    |  False  |       18      |   34.6  |
| b14001_005 | b14001 |   040    |   True  |       34      |   65.4  |
| b14001_005 | b14001 |   050    |  False  |      2442     |   75.8  |
| b14001_005 | b14001 |   050    |   True  |      778      |   24.2  |
| b14001_005 | b14001 |   060    |  False  |     31508     |   86.2  |
| b14001_005 | b14001 |   060    |   True  |      5036     |   13.8  |
| b14001_005 | b14001 |   140    |  False  |     61543     |   83.6  |
| b14001_005 | b14001 |   140    |   True  |     12099     |   16.4  |
| b14001_005 | b14001 |   160    |  False  |     25845     |   87.6  |
| b14001_005 | b14001 |   160    |   True  |      3665     |   12.4  |
| b14001_005 | b14001 |   170    |  False  |       7       |   87.5  |
| b14001_005 | b14001 |   170    |   True  |       1       |   12.5  |
| b14001_005 | b14001 |   250    |  False  |      622      |   89.8  |
| b14001_005 | b14001 |   250    |   True  |       71      |   10.2  |
| b14001_005 | b14001 |   251    |  False  |      433      |   90.2  |
| b14001_005 | b14001 |   251    |   True  |       47      |   9.8   |
| b14001_005 | b14001 |   256    |  False  |      424      |   88.1  |
| b14001_005 | b14001 |   256    |   True  |       57      |   11.9  |
| b14001_005 | b14001 |   310    |  False  |      565      |   71.0  |
| b14001_005 | b14001 |   310    |   True  |      231      |   29.0  |
| b14001_005 | b14001 |   400    |  False  |      2904     |   80.8  |
| b14001_005 | b14001 |   400    |   True  |      688      |   19.2  |
| b14001_005 | b14001 |   500    |  False  |      187      |   50.8  |
| b14001_005 | b14001 |   500    |   True  |      181      |   49.2  |
| b14001_005 | b14001 |   795    |  False  |      1695     |   71.3  |
| b14001_005 | b14001 |   795    |   True  |      683      |   28.7  |
| b14001_005 | b14001 |   860    |  False  |     28371     |   85.7  |
| b14001_005 | b14001 |   860    |   True  |      4749     |   14.3  |
| b14001_006 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_006 | b14001 |   020    |   True  |       4       |  100.0  |
| b14001_006 | b14001 |   030    |  False  |       1       |   11.1  |
| b14001_006 | b14001 |   030    |   True  |       8       |   88.9  |
| b14001_006 | b14001 |   040    |  False  |       13      |   25.0  |
| b14001_006 | b14001 |   040    |   True  |       39      |   75.0  |
| b14001_006 | b14001 |   050    |  False  |      2372     |   73.7  |
| b14001_006 | b14001 |   050    |   True  |      848      |   26.3  |
| b14001_006 | b14001 |   060    |  False  |     31543     |   86.3  |
| b14001_006 | b14001 |   060    |   True  |      5001     |   13.7  |
| b14001_006 | b14001 |   140    |  False  |     61540     |   83.6  |
| b14001_006 | b14001 |   140    |   True  |     12102     |   16.4  |
| b14001_006 | b14001 |   160    |  False  |     25817     |   87.5  |
| b14001_006 | b14001 |   160    |   True  |      3693     |   12.5  |
| b14001_006 | b14001 |   170    |  False  |       6       |   75.0  |
| b14001_006 | b14001 |   170    |   True  |       2       |   25.0  |
| b14001_006 | b14001 |   250    |  False  |      621      |   89.6  |
| b14001_006 | b14001 |   250    |   True  |       72      |   10.4  |
| b14001_006 | b14001 |   251    |  False  |      413      |   86.0  |
| b14001_006 | b14001 |   251    |   True  |       67      |   14.0  |
| b14001_006 | b14001 |   256    |  False  |      428      |   89.0  |
| b14001_006 | b14001 |   256    |   True  |       53      |   11.0  |
| b14001_006 | b14001 |   310    |  False  |      544      |   68.3  |
| b14001_006 | b14001 |   310    |   True  |      252      |   31.7  |
| b14001_006 | b14001 |   400    |  False  |      2872     |   80.0  |
| b14001_006 | b14001 |   400    |   True  |      720      |   20.0  |
| b14001_006 | b14001 |   500    |  False  |      190      |   51.6  |
| b14001_006 | b14001 |   500    |   True  |      178      |   48.4  |
| b14001_006 | b14001 |   795    |  False  |      1696     |   71.3  |
| b14001_006 | b14001 |   795    |   True  |      682      |   28.7  |
| b14001_006 | b14001 |   860    |  False  |     28317     |   85.5  |
| b14001_006 | b14001 |   860    |   True  |      4803     |   14.5  |
| b14001_007 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_007 | b14001 |   020    |   True  |       4       |  100.0  |
| b14001_007 | b14001 |   030    |  False  |       1       |   11.1  |
| b14001_007 | b14001 |   030    |   True  |       8       |   88.9  |
| b14001_007 | b14001 |   040    |  False  |       14      |   26.9  |
| b14001_007 | b14001 |   040    |   True  |       38      |   73.1  |
| b14001_007 | b14001 |   050    |  False  |      2135     |   66.3  |
| b14001_007 | b14001 |   050    |   True  |      1085     |   33.7  |
| b14001_007 | b14001 |   060    |  False  |     31331     |   85.7  |
| b14001_007 | b14001 |   060    |   True  |      5213     |   14.3  |
| b14001_007 | b14001 |   140    |  False  |     61826     |   84.0  |
| b14001_007 | b14001 |   140    |   True  |     11816     |   16.0  |
| b14001_007 | b14001 |   160    |  False  |     25849     |   87.6  |
| b14001_007 | b14001 |   160    |   True  |      3661     |   12.4  |
| b14001_007 | b14001 |   170    |  False  |       6       |   75.0  |
| b14001_007 | b14001 |   170    |   True  |       2       |   25.0  |
| b14001_007 | b14001 |   250    |  False  |      604      |   87.2  |
| b14001_007 | b14001 |   250    |   True  |       89      |   12.8  |
| b14001_007 | b14001 |   251    |  False  |      401      |   83.5  |
| b14001_007 | b14001 |   251    |   True  |       79      |   16.5  |
| b14001_007 | b14001 |   256    |  False  |      412      |   85.7  |
| b14001_007 | b14001 |   256    |   True  |       69      |   14.3  |
| b14001_007 | b14001 |   310    |  False  |      474      |   59.5  |
| b14001_007 | b14001 |   310    |   True  |      322      |   40.5  |
| b14001_007 | b14001 |   400    |  False  |      2857     |   79.5  |
| b14001_007 | b14001 |   400    |   True  |      735      |   20.5  |
| b14001_007 | b14001 |   500    |  False  |      153      |   41.6  |
| b14001_007 | b14001 |   500    |   True  |      215      |   58.4  |
| b14001_007 | b14001 |   795    |  False  |      1535     |   64.6  |
| b14001_007 | b14001 |   795    |   True  |      843      |   35.4  |
| b14001_007 | b14001 |   860    |  False  |     28309     |   85.5  |
| b14001_007 | b14001 |   860    |   True  |      4811     |   14.5  |
| b14001_008 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_008 | b14001 |   020    |   True  |       4       |  100.0  |
| b14001_008 | b14001 |   030    |   True  |       9       |  100.0  |
| b14001_008 | b14001 |   040    |  False  |       5       |   9.6   |
| b14001_008 | b14001 |   040    |   True  |       47      |   90.4  |
| b14001_008 | b14001 |   050    |  False  |      2090     |   64.9  |
| b14001_008 | b14001 |   050    |   True  |      1130     |   35.1  |
| b14001_008 | b14001 |   060    |  False  |     31409     |   85.9  |
| b14001_008 | b14001 |   060    |   True  |      5135     |   14.1  |
| b14001_008 | b14001 |   140    |  False  |     61190     |   83.1  |
| b14001_008 | b14001 |   140    |   True  |     12452     |   16.9  |
| b14001_008 | b14001 |   160    |  False  |     25867     |   87.7  |
| b14001_008 | b14001 |   160    |   True  |      3643     |   12.3  |
| b14001_008 | b14001 |   170    |  False  |       2       |   25.0  |
| b14001_008 | b14001 |   170    |   True  |       6       |   75.0  |
| b14001_008 | b14001 |   250    |  False  |      631      |   91.1  |
| b14001_008 | b14001 |   250    |   True  |       62      |   8.9   |
| b14001_008 | b14001 |   251    |  False  |      439      |   91.5  |
| b14001_008 | b14001 |   251    |   True  |       41      |   8.5   |
| b14001_008 | b14001 |   256    |  False  |      424      |   88.1  |
| b14001_008 | b14001 |   256    |   True  |       57      |   11.9  |
| b14001_008 | b14001 |   310    |  False  |      400      |   50.3  |
| b14001_008 | b14001 |   310    |   True  |      396      |   49.7  |
| b14001_008 | b14001 |   400    |  False  |      2740     |   76.3  |
| b14001_008 | b14001 |   400    |   True  |      852      |   23.7  |
| b14001_008 | b14001 |   500    |  False  |      117      |   31.8  |
| b14001_008 | b14001 |   500    |   True  |      251      |   68.2  |
| b14001_008 | b14001 |   795    |  False  |      1336     |   56.2  |
| b14001_008 | b14001 |   795    |   True  |      1042     |   43.8  |
| b14001_008 | b14001 |   860    |  False  |     27867     |   84.1  |
| b14001_008 | b14001 |   860    |   True  |      5253     |   15.9  |
| b14001_009 | b14001 |   010    |   True  |       1       |  100.0  |
| b14001_009 | b14001 |   020    |  False  |       1       |   25.0  |
| b14001_009 | b14001 |   020    |   True  |       3       |   75.0  |
| b14001_009 | b14001 |   030    |  False  |       3       |   33.3  |
| b14001_009 | b14001 |   030    |   True  |       6       |   66.7  |
| b14001_009 | b14001 |   040    |  False  |       33      |   63.5  |
| b14001_009 | b14001 |   040    |   True  |       19      |   36.5  |
| b14001_009 | b14001 |   050    |  False  |      2643     |   82.1  |
| b14001_009 | b14001 |   050    |   True  |      577      |   17.9  |
| b14001_009 | b14001 |   060    |  False  |     34375     |   94.1  |
| b14001_009 | b14001 |   060    |   True  |      2169     |   5.9   |
| b14001_009 | b14001 |   140    |  False  |     65542     |   89.0  |
| b14001_009 | b14001 |   140    |   True  |      8100     |   11.0  |
| b14001_009 | b14001 |   160    |  False  |     27952     |   94.7  |
| b14001_009 | b14001 |   160    |   True  |      1558     |   5.3   |
| b14001_009 | b14001 |   170    |  False  |       6       |   75.0  |
| b14001_009 | b14001 |   170    |   True  |       2       |   25.0  |
| b14001_009 | b14001 |   250    |  False  |      664      |   95.8  |
| b14001_009 | b14001 |   250    |   True  |       29      |   4.2   |
| b14001_009 | b14001 |   251    |  False  |      470      |   97.9  |
| b14001_009 | b14001 |   251    |   True  |       10      |   2.1   |
| b14001_009 | b14001 |   256    |  False  |      449      |   93.3  |
| b14001_009 | b14001 |   256    |   True  |       32      |   6.7   |
| b14001_009 | b14001 |   310    |  False  |      636      |   79.9  |
