"table"	"variable"	"sumlevel"	"sig_dif"	"sig_dif_count"
"b25063"	"b25063_005"	"170"	False	8
"b25063"	"b25063_005"	"250"	False	675
"b25063"	"b25063_005"	"250"	True	18
"b25063"	"b25063_005"	"251"	False	473
"b25063"	"b25063_005"	"251"	True	7
"b25063"	"b25063_005"	"256"	False	471
"b25063"	"b25063_005"	"256"	True	10
"b25063"	"b25063_005"	"258"	False	902
"b25063"	"b25063_005"	"258"	True	13
"b25063"	"b25063_005"	"310"	False	597
"b25063"	"b25063_005"	"310"	True	199
"b25063"	"b25063_005"	"400"	False	3288
"b25063"	"b25063_005"	"400"	True	304
"b25063"	"b25063_005"	"500"	False	214
"b25063"	"b25063_005"	"500"	True	154
"b25063"	"b25063_005"	"795"	False	1921
"b25063"	"b25063_005"	"795"	True	457
"b25063"	"b25063_005"	"860"	False	32418
"b25063"	"b25063_005"	"860"	True	702
"b25063"	"b25063_006"	"010"	True	1
"b25063"	"b25063_006"	"020"	True	4
"b25063"	"b25063_006"	"030"	False	1
"b25063"	"b25063_006"	"030"	True	8
"b25063"	"b25063_006"	"040"	False	26
"b25063"	"b25063_006"	"040"	True	26
"b25063"	"b25063_006"	"050"	False	2759
"b25063"	"b25063_006"	"050"	True	461
"b25063"	"b25063_006"	"060"	False	35643
"b25063"	"b25063_006"	"060"	True	901
"b25063"	"b25063_006"	"140"	False	71725
"b25063"	"b25063_006"	"140"	True	1917
"b25063"	"b25063_006"	"150"	False	218045
"b25063"	"b25063_006"	"150"	True	1929
"b25063"	"b25063_006"	"160"	False	28669
"b25063"	"b25063_006"	"160"	True	841
"b25063"	"b25063_006"	"170"	False	7
"b25063"	"b25063_006"	"170"	True	1
"b25063"	"b25063_006"	"250"	False	666
"b25063"	"b25063_006"	"250"	True	27
"b25063"	"b25063_006"	"251"	False	466
"b25063"	"b25063_006"	"251"	True	14
"b25063"	"b25063_006"	"256"	False	452
"b25063"	"b25063_006"	"256"	True	29
"b25063"	"b25063_006"	"258"	False	885
"b25063"	"b25063_006"	"258"	True	30
"b25063"	"b25063_006"	"310"	False	652
"b25063"	"b25063_006"	"310"	True	144
"b25063"	"b25063_006"	"400"	False	3194
"b25063"	"b25063_006"	"400"	True	398
"b25063"	"b25063_006"	"500"	False	243
"b25063"	"b25063_006"	"500"	True	125
"b25063"	"b25063_006"	"795"	False	1940
"b25063"	"b25063_006"	"795"	True	438
"b25063"	"b25063_006"	"860"	False	31901
"b25063"	"b25063_006"	"860"	True	1219
"b25063"	"b25063_007"	"010"	False	1
"b25063"	"b25063_007"	"020"	False	1
"b25063"	"b25063_007"	"020"	True	3
"b25063"	"b25063_007"	"030"	False	2
"b25063"	"b25063_007"	"030"	True	7
"b25063"	"b25063_007"	"040"	False	33
"b25063"	"b25063_007"	"040"	True	19
"b25063"	"b25063_007"	"050"	False	2775
"b25063"	"b25063_007"	"050"	True	445
"b25063"	"b25063_007"	"060"	False	35722
"b25063"	"b25063_007"	"060"	True	822
"b25063"	"b25063_007"	"140"	False	71894
"b25063"	"b25063_007"	"140"	True	1748
"b25063"	"b25063_007"	"150"	False	218272
"b25063"	"b25063_007"	"150"	True	1702
"b25063"	"b25063_007"	"160"	False	28775
"b25063"	"b25063_007"	"160"	True	735
"b25063"	"b25063_007"	"170"	False	8
"b25063"	"b25063_007"	"250"	False	670
"b25063"	"b25063_007"	"250"	True	23
"b25063"	"b25063_007"	"251"	False	471
"b25063"	"b25063_007"	"251"	True	9
"b25063"	"b25063_007"	"256"	False	457
"b25063"	"b25063_007"	"256"	True	24
"b25063"	"b25063_007"	"258"	False	891
"b25063"	"b25063_007"	"258"	True	24
"b25063"	"b25063_007"	"310"	False	670
"b25063"	"b25063_007"	"310"	True	126
"b25063"	"b25063_007"	"400"	False	3284
"b25063"	"b25063_007"	"400"	True	308
"b25063"	"b25063_007"	"500"	False	288
"b25063"	"b25063_007"	"500"	True	80
"b25063"	"b25063_007"	"795"	False	2004
"b25063"	"b25063_007"	"795"	True	374
"b25063"	"b25063_007"	"860"	False	32030
"b25063"	"b25063_007"	"860"	True	1090
"b25063"	"b25063_008"	"010"	True	1
"b25063"	"b25063_008"	"020"	True	4
"b25063"	"b25063_008"	"030"	False	2
"b25063"	"b25063_008"	"030"	True	7
"b25063"	"b25063_008"	"040"	False	25
"b25063"	"b25063_008"	"040"	True	27
"b25063"	"b25063_008"	"050"	False	2727
"b25063"	"b25063_008"	"050"	True	493
"b25063"	"b25063_008"	"060"	False	35688
"b25063"	"b25063_008"	"060"	True	856
"b25063"	"b25063_008"	"140"	False	72019
"b25063"	"b25063_008"	"140"	True	1623
"b25063"	"b25063_008"	"150"	False	218534
"b25063"	"b25063_008"	"150"	True	1440
"b25063"	"b25063_008"	"160"	False	28780
"b25063"	"b25063_008"	"160"	True	730
"b25063"	"b25063_008"	"170"	False	7
"b25063"	"b25063_008"	"170"	True	1
"b25063"	"b25063_008"	"250"	False	670
"b25063"	"b25063_008"	"250"	True	23
"b25063"	"b25063_008"	"251"	False	462
"b25063"	"b25063_008"	"251"	True	18
"b25063"	"b25063_008"	"256"	False	464
"b25063"	"b25063_008"	"256"	True	17
"b25063"	"b25063_008"	"258"	False	891
"b25063"	"b25063_008"	"258"	True	24
"b25063"	"b25063_008"	"310"	False	660
"b25063"	"b25063_008"	"310"	True	136
"b25063"	"b25063_008"	"400"	False	3255
"b25063"	"b25063_008"	"400"	True	337
"b25063"	"b25063_008"	"500"	False	286
"b25063"	"b25063_008"	"500"	True	82
"b25063"	"b25063_008"	"795"	False	1983
"b25063"	"b25063_008"	"795"	True	395
"b25063"	"b25063_008"	"860"	False	31989
"b25063"	"b25063_008"	"860"	True	1131
"b25063"	"b25063_009"	"010"	True	1
"b25063"	"b25063_009"	"020"	True	4
"b25063"	"b25063_009"	"030"	True	9
"b25063"	"b25063_009"	"040"	False	14
"b25063"	"b25063_009"	"040"	True	38
"b25063"	"b25063_009"	"050"	False	2673
"b25063"	"b25063_009"	"050"	True	547
"b25063"	"b25063_009"	"060"	False	35555
"b25063"	"b25063_009"	"060"	True	989
"b25063"	"b25063_009"	"140"	False	71846
"b25063"	"b25063_009"	"140"	True	1796
"b25063"	"b25063_009"	"150"	False	218494
"b25063"	"b25063_009"	"150"	True	1480
"b25063"	"b25063_009"	"160"	False	28683
"b25063"	"b25063_009"	"160"	True	827
"b25063"	"b25063_009"	"170"	False	7
"b25063"	"b25063_009"	"170"	True	1
"b25063"	"b25063_009"	"250"	False	668
"b25063"	"b25063_009"	"250"	True	25
"b25063"	"b25063_009"	"251"	False	461
"b25063"	"b25063_009"	"251"	True	19
"b25063"	"b25063_009"	"256"	False	456
"b25063"	"b25063_009"	"256"	True	25
"b25063"	"b25063_009"	"258"	False	887
"b25063"	"b25063_009"	"258"	True	28
"b25063"	"b25063_009"	"310"	False	612
"b25063"	"b25063_009"	"310"	True	184
"b25063"	"b25063_009"	"400"	False	3171
"b25063"	"b25063_009"	"400"	True	421
"b25063"	"b25063_009"	"500"	False	232
"b25063"	"b25063_009"	"500"	True	136
"b25063"	"b25063_009"	"795"	False	1959
"b25063"	"b25063_009"	"795"	True	419
"b25063"	"b25063_009"	"860"	False	31807
"b25063"	"b25063_009"	"860"	True	1313
"b25063"	"b25063_010"	"010"	True	1
"b25063"	"b25063_010"	"020"	True	4
"b25063"	"b25063_010"	"030"	False	1
"b25063"	"b25063_010"	"030"	True	8
"b25063"	"b25063_010"	"040"	False	11
"b25063"	"b25063_010"	"040"	True	41
"b25063"	"b25063_010"	"050"	False	2529
"b25063"	"b25063_010"	"050"	True	691
"b25063"	"b25063_010"	"060"	False	35236
"b25063"	"b25063_010"	"060"	True	1308
"b25063"	"b25063_010"	"140"	False	71340
"b25063"	"b25063_010"	"140"	True	2302
"b25063"	"b25063_010"	"150"	False	218083
"b25063"	"b25063_010"	"150"	True	1891
"b25063"	"b25063_010"	"160"	False	28474
"b25063"	"b25063_010"	"160"	True	1036
"b25063"	"b25063_010"	"170"	False	4
"b25063"	"b25063_010"	"170"	True	4
"b25063"	"b25063_010"	"250"	False	665
"b25063"	"b25063_010"	"250"	True	28
"b25063"	"b25063_010"	"251"	False	467
"b25063"	"b25063_010"	"251"	True	13
"b25063"	"b25063_010"	"256"	False	457
"b25063"	"b25063_010"	"256"	True	24
"b25063"	"b25063_010"	"258"	False	893
"b25063"	"b25063_010"	"258"	True	22
"b25063"	"b25063_010"	"310"	False	522
"b25063"	"b25063_010"	"310"	True	274
"b25063"	"b25063_010"	"400"	False	3039
"b25063"	"b25063_010"	"400"	True	553
"b25063"	"b25063_010"	"500"	False	160
"b25063"	"b25063_010"	"500"	True	208
"b25063"	"b25063_010"	"795"	False	1790
"b25063"	"b25063_010"	"795"	True	588
"b25063"	"b25063_010"	"860"	False	31483
"b25063"	"b25063_010"	"860"	True	1637
"b25063"	"b25063_011"	"010"	True	1
"b25063"	"b25063_011"	"020"	True	4
"b25063"	"b25063_011"	"030"	True	9
"b25063"	"b25063_011"	"040"	False	10
"b25063"	"b25063_011"	"040"	True	42
"b25063"	"b25063_011"	"050"	False	2475
"b25063"	"b25063_011"	"050"	True	745
"b25063"	"b25063_011"	"060"	False	35062
"b25063"	"b25063_011"	"060"	True	1482
"b25063"	"b25063_011"	"140"	False	70657
"b25063"	"b25063_011"	"140"	True	2985
"b25063"	"b25063_011"	"150"	False	217547
"b25063"	"b25063_011"	"150"	True	2427
"b25063"	"b25063_011"	"160"	False	28318
"b25063"	"b25063_011"	"160"	True	1192
"b25063"	"b25063_011"	"170"	False	5
"b25063"	"b25063_011"	"170"	True	3
"b25063"	"b25063_011"	"250"	False	663
"b25063"	"b25063_011"	"250"	True	30
"b25063"	"b25063_011"	"251"	False	461
"b25063"	"b25063_011"	"251"	True	19
"b25063"	"b25063_011"	"256"	False	453
"b25063"	"b25063_011"	"256"	True	28
"b25063"	"b25063_011"	"258"	False	887
"b25063"	"b25063_011"	"258"	True	28
"b25063"	"b25063_011"	"310"	False	517
"b25063"	"b25063_011"	"310"	True	279
"b25063"	"b25063_011"	"400"	False	3023
"b25063"	"b25063_011"	"400"	True	569
"b25063"	"b25063_011"	"500"	False	144
"b25063"	"b25063_011"	"500"	True	224
"b25063"	"b25063_011"	"795"	False	1673
"b25063"	"b25063_011"	"795"	True	705
"b25063"	"b25063_011"	"860"	False	31248
"b25063"	"b25063_011"	"860"	True	1872
"b25063"	"b25063_012"	"010"	True	1
"b25063"	"b25063_012"	"020"	True	4
"b25063"	"b25063_012"	"030"	True	9
"b25063"	"b25063_012"	"040"	False	9
"b25063"	"b25063_012"	"040"	True	43
"b25063"	"b25063_012"	"050"	False	2382
"b25063"	"b25063_012"	"050"	True	838
"b25063"	"b25063_012"	"060"	False	34657
"b25063"	"b25063_012"	"060"	True	1887
"b25063"	"b25063_012"	"140"	False	69558
"b25063"	"b25063_012"	"140"	True	4084
"b25063"	"b25063_012"	"150"	False	216369
"b25063"	"b25063_012"	"150"	True	3605
"b25063"	"b25063_012"	"160"	False	28013
"b25063"	"b25063_012"	"160"	True	1497
"b25063"	"b25063_012"	"170"	False	3
"b25063"	"b25063_012"	"170"	True	5
"b25063"	"b25063_012"	"250"	False	657
"b25063"	"b25063_012"	"250"	True	36
"b25063"	"b25063_012"	"251"	False	463
"b25063"	"b25063_012"	"251"	True	17
"b25063"	"b25063_012"	"256"	False	452
"b25063"	"b25063_012"	"256"	True	29
"b25063"	"b25063_012"	"258"	False	874
"b25063"	"b25063_012"	"258"	True	41
"b25063"	"b25063_012"	"310"	False	494
"b25063"	"b25063_012"	"310"	True	302
"b25063"	"b25063_012"	"400"	False	2933
"b25063"	"b25063_012"	"400"	True	659
"b25063"	"b25063_012"	"500"	False	109
"b25063"	"b25063_012"	"500"	True	259
"b25063"	"b25063_012"	"795"	False	1521
"b25063"	"b25063_012"	"795"	True	857
"b25063"	"b25063_012"	"860"	False	30685
"b25063"	"b25063_012"	"860"	True	2435
"b25063"	"b25063_013"	"010"	True	1
"b25063"	"b25063_013"	"020"	True	4
"b25063"	"b25063_013"	"030"	True	9
"b25063"	"b25063_013"	"040"	False	2
"b25063"	"b25063_013"	"040"	True	50
"b25063"	"b25063_013"	"050"	False	2445
"b25063"	"b25063_013"	"050"	True	775
"b25063"	"b25063_013"	"060"	False	34636
"b25063"	"b25063_013"	"060"	True	1908
"b25063"	"b25063_013"	"140"	False	69098
"b25063"	"b25063_013"	"140"	True	4544
"b25063"	"b25063_013"	"150"	False	215652
"b25063"	"b25063_013"	"150"	True	4322
"b25063"	"b25063_013"	"160"	False	27963
"b25063"	"b25063_013"	"160"	True	1547
"b25063"	"b25063_013"	"170"	False	4
"b25063"	"b25063_013"	"170"	True	4
"b25063"	"b25063_013"	"250"	False	655
"b25063"	"b25063_013"	"250"	True	38
"b25063"	"b25063_013"	"251"	False	466
"b25063"	"b25063_013"	"251"	True	14
"b25063"	"b25063_013"	"256"	False	448
"b25063"	"b25063_013"	"256"	True	33
"b25063"	"b25063_013"	"258"	False	878
"b25063"	"b25063_013"	"258"	True	37
"b25063"	"b25063_013"	"310"	False	519
"b25063"	"b25063_013"	"310"	True	277
"b25063"	"b25063_013"	"400"	False	2966
"b25063"	"b25063_013"	"400"	True	626
"b25063"	"b25063_013"	"500"	False	105
"b25063"	"b25063_013"	"500"	True	263
"b25063"	"b25063_013"	"795"	False	1511
"b25063"	"b25063_013"	"795"	True	867
"b25063"	"b25063_013"	"860"	False	30588
"b25063"	"b25063_013"	"860"	True	2532
"b25063"	"b25063_014"	"010"	True	1
"b25063"	"b25063_014"	"020"	True	4
"b25063"	"b25063_014"	"030"	True	9
"b25063"	"b25063_014"	"040"	False	9
"b25063"	"b25063_014"	"040"	True	43
"b25063"	"b25063_014"	"050"	False	2559
"b25063"	"b25063_014"	"050"	True	661
"b25063"	"b25063_014"	"060"	False	34648
"b25063"	"b25063_014"	"060"	True	1896
"b25063"	"b25063_014"	"140"	False	68584
"b25063"	"b25063_014"	"140"	True	5058
"b25063"	"b25063_014"	"150"	False	214856
"b25063"	"b25063_014"	"150"	True	5118
"b25063"	"b25063_014"	"160"	False	27898
"b25063"	"b25063_014"	"160"	True	1612
"b25063"	"b25063_014"	"170"	False	3
"b25063"	"b25063_014"	"170"	True	5
"b25063"	"b25063_014"	"250"	False	671
"b25063"	"b25063_014"	"250"	True	22
"b25063"	"b25063_014"	"251"	False	465
"b25063"	"b25063_014"	"251"	True	15
"b25063"	"b25063_014"	"256"	False	457
"b25063"	"b25063_014"	"256"	True	24
"b25063"	"b25063_014"	"258"	False	882
"b25063"	"b25063_014"	"258"	True	33
"b25063"	"b25063_014"	"310"	False	561
"b25063"	"b25063_014"	"310"	True	235
"b25063"	"b25063_014"	"400"	False	2980
"b25063"	"b25063_014"	"400"	True	612
"b25063"	"b25063_014"	"500"	False	144
"b25063"	"b25063_014"	"500"	True	224
"b25063"	"b25063_014"	"795"	False	1536
"b25063"	"b25063_014"	"795"	True	842
"b25063"	"b25063_014"	"860"	False	30541
"b25063"	"b25063_014"	"860"	True	2579
"b25063"	"b25063_015"	"010"	True	1
"b25063"	"b25063_015"	"020"	True	4
"b25063"	"b25063_015"	"030"	True	9
"b25063"	"b25063_015"	"040"	False	5
"b25063"	"b25063_015"	"040"	True	47
"b25063"	"b25063_015"	"050"	False	2492
"b25063"	"b25063_015"	"050"	True	728
"b25063"	"b25063_015"	"060"	False	34474
"b25063"	"b25063_015"	"060"	True	2070
"b25063"	"b25063_015"	"140"	False	68027
"b25063"	"b25063_015"	"140"	True	5615
"b25063"	"b25063_015"	"150"	False	214310
"b25063"	"b25063_015"	"150"	True	5664
"b25063"	"b25063_015"	"160"	False	27798
"b25063"	"b25063_015"	"160"	True	1712
"b25063"	"b25063_015"	"170"	False	4
"b25063"	"b25063_015"	"170"	True	4
"b25063"	"b25063_015"	"250"	False	666
"b25063"	"b25063_015"	"250"	True	27
"b25063"	"b25063_015"	"251"	False	472
"b25063"	"b25063_015"	"251"	True	8
"b25063"	"b25063_015"	"256"	False	456
"b25063"	"b25063_015"	"256"	True	25
"b25063"	"b25063_015"	"258"	False	887
"b25063"	"b25063_015"	"258"	True	28
"b25063"	"b25063_015"	"310"	False	557
"b25063"	"b25063_015"	"310"	True	239
"b25063"	"b25063_015"	"400"	False	2955
"b25063"	"b25063_015"	"400"	True	637
"b25063"	"b25063_015"	"500"	False	123
"b25063"	"b25063_015"	"500"	True	245
"b25063"	"b25063_015"	"795"	False	1462
"b25063"	"b25063_015"	"795"	True	916
"b25063"	"b25063_015"	"860"	False	30302
"b25063"	"b25063_015"	"860"	True	2818
"b25063"	"b25063_016"	"010"	True	1
"b25063"	"b25063_016"	"020"	True	4
"b25063"	"b25063_016"	"030"	True	9
"b25063"	"b25063_016"	"040"	False	10
"b25063"	"b25063_016"	"040"	True	42
"b25063"	"b25063_016"	"050"	False	2499
"b25063"	"b25063_016"	"050"	True	721
"b25063"	"b25063_016"	"060"	False	34425
"b25063"	"b25063_016"	"060"	True	2119
"b25063"	"b25063_016"	"140"	False	67606
"b25063"	"b25063_016"	"140"	True	6036
"b25063"	"b25063_016"	"150"	False	213889
"b25063"	"b25063_016"	"150"	True	6085
"b25063"	"b25063_016"	"160"	False	27718
"b25063"	"b25063_016"	"160"	True	1792
"b25063"	"b25063_016"	"170"	False	4
"b25063"	"b25063_016"	"170"	True	4
"b25063"	"b25063_016"	"250"	False	663
"b25063"	"b25063_016"	"250"	True	30
"b25063"	"b25063_016"	"251"	False	466
"b25063"	"b25063_016"	"251"	True	14
"b25063"	"b25063_016"	"256"	False	450
"b25063"	"b25063_016"	"256"	True	31
"b25063"	"b25063_016"	"258"	False	879
"b25063"	"b25063_016"	"258"	True	36
"b25063"	"b25063_016"	"310"	False	561
"b25063"	"b25063_016"	"310"	True	235
"b25063"	"b25063_016"	"400"	False	2996
"b25063"	"b25063_016"	"400"	True	596
"b25063"	"b25063_016"	"500"	False	136
"b25063"	"b25063_016"	"500"	True	232
"b25063"	"b25063_016"	"795"	False	1457
"b25063"	"b25063_016"	"795"	True	921
"b25063"	"b25063_016"	"860"	False	30255
"b25063"	"b25063_016"	"860"	True	2865
"b25063"	"b25063_017"	"010"	True	1
"b25063"	"b25063_017"	"020"	True	4
"b25063"	"b25063_017"	"030"	False	2
"b25063"	"b25063_017"	"030"	True	7
"b25063"	"b25063_017"	"040"	False	15
"b25063"	"b25063_017"	"040"	True	37
"b25063"	"b25063_017"	"050"	False	2571
"b25063"	"b25063_017"	"050"	True	649
"b25063"	"b25063_017"	"060"	False	34600
"b25063"	"b25063_017"	"060"	True	1944
"b25063"	"b25063_017"	"140"	False	67493
"b25063"	"b25063_017"	"140"	True	6149
"b25063"	"b25063_017"	"150"	False	213786
"b25063"	"b25063_017"	"150"	True	6188
"b25063"	"b25063_017"	"160"	False	27813
"b25063"	"b25063_017"	"160"	True	1697
"b25063"	"b25063_017"	"170"	False	6
"b25063"	"b25063_017"	"170"	True	2
"b25063"	"b25063_017"	"250"	False	663
"b25063"	"b25063_017"	"250"	True	30
"b25063"	"b25063_017"	"251"	False	468
"b25063"	"b25063_017"	"251"	True	12
"b25063"	"b25063_017"	"256"	False	461
"b25063"	"b25063_017"	"256"	True	20
"b25063"	"b25063_017"	"258"	False	895
"b25063"	"b25063_017"	"258"	True	20
"b25063"	"b25063_017"	"310"	False	581
"b25063"	"b25063_017"	"310"	True	215
"b25063"	"b25063_017"	"400"	False	3018
"b25063"	"b25063_017"	"400"	True	574
"b25063"	"b25063_017"	"500"	False	150
"b25063"	"b25063_017"	"500"	True	218
"b25063"	"b25063_017"	"795"	False	1512
"b25063"	"b25063_017"	"795"	True	866
"b25063"	"b25063_017"	"860"	False	30304
"b25063"	"b25063_017"	"860"	True	2816
"b25063"	"b25063_018"	"010"	True	1
"b25063"	"b25063_018"	"020"	True	4
"b25063"	"b25063_018"	"030"	False	1
"b25063"	"b25063_018"	"030"	True	8
"b25063"	"b25063_018"	"040"	False	8
"b25063"	"b25063_018"	"040"	True	44
"b25063"	"b25063_018"	"050"	False	2366
"b25063"	"b25063_018"	"050"	True	854
"b25063"	"b25063_018"	"060"	False	33683
"b25063"	"b25063_018"	"060"	True	2861
"b25063"	"b25063_018"	"140"	False	63584
"b25063"	"b25063_018"	"140"	True	10058
"b25063"	"b25063_018"	"150"	False	206988
"b25063"	"b25063_018"	"150"	True	12986
"b25063"	"b25063_018"	"160"	False	26995
"b25063"	"b25063_018"	"160"	True	2515
"b25063"	"b25063_018"	"170"	False	5
"b25063"	"b25063_018"	"170"	True	3
"b25063"	"b25063_018"	"250"	False	653
"b25063"	"b25063_018"	"250"	True	40
"b25063"	"b25063_018"	"251"	False	470
"b25063"	"b25063_018"	"251"	True	10
"b25063"	"b25063_018"	"256"	False	454
"b25063"	"b25063_018"	"256"	True	27
"b25063"	"b25063_018"	"258"	False	877
"b25063"	"b25063_018"	"258"	True	38
"b25063"	"b25063_018"	"310"	False	487
"b25063"	"b25063_018"	"310"	True	309
"b25063"	"b25063_018"	"400"	False	2839
"b25063"	"b25063_018"	"400"	True	753
"b25063"	"b25063_018"	"500"	False	86
"b25063"	"b25063_018"	"500"	True	282
"b25063"	"b25063_018"	"795"	False	1204
"b25063"	"b25063_018"	"795"	True	1174
"b25063"	"b25063_018"	"860"	False	29103
"b25063"	"b25063_018"	"860"	True	4017
"b25063"	"b25063_019"	"010"	False	1
"b25063"	"b25063_019"	"020"	True	4
"b25063"	"b25063_019"	"030"	False	1
"b25063"	"b25063_019"	"030"	True	8
"b25063"	"b25063_019"	"040"	False	8
"b25063"	"b25063_019"	"040"	True	44
"b25063"	"b25063_019"	"050"	False	2342
"b25063"	"b25063_019"	"050"	True	878
"b25063"	"b25063_019"	"060"	False	33918
"b25063"	"b25063_019"	"060"	True	2626
"b25063"	"b25063_019"	"140"	False	63693
"b25063"	"b25063_019"	"140"	True	9949
"b25063"	"b25063_019"	"150"	False	207567
"b25063"	"b25063_019"	"150"	True	12407
"b25063"	"b25063_019"	"160"	False	27042
"b25063"	"b25063_019"	"160"	True	2468
"b25063"	"b25063_019"	"170"	False	4
"b25063"	"b25063_019"	"170"	True	4
"b25063"	"b25063_019"	"250"	False	653
"b25063"	"b25063_019"	"250"	True	40
"b25063"	"b25063_019"	"251"	False	465
"b25063"	"b25063_019"	"251"	True	15
"b25063"	"b25063_019"	"256"	False	448
"b25063"	"b25063_019"	"256"	True	33
"b25063"	"b25063_019"	"258"	False	888
"b25063"	"b25063_019"	"258"	True	27
"b25063"	"b25063_019"	"310"	False	458
"b25063"	"b25063_019"	"310"	True	338
"b25063"	"b25063_019"	"400"	False	2779
"b25063"	"b25063_019"	"400"	True	813
"b25063"	"b25063_019"	"500"	False	75
"b25063"	"b25063_019"	"500"	True	293
"b25063"	"b25063_019"	"795"	False	1200
"b25063"	"b25063_019"	"795"	True	1178
"b25063"	"b25063_019"	"860"	False	29284
"b25063"	"b25063_019"	"860"	True	3836
"b25063"	"b25063_020"	"010"	True	1
"b25063"	"b25063_020"	"020"	True	4
"b25063"	"b25063_020"	"030"	True	9
"b25063"	"b25063_020"	"040"	False	4
"b25063"	"b25063_020"	"040"	True	48
"b25063"	"b25063_020"	"050"	False	2069
"b25063"	"b25063_020"	"050"	True	1151
"b25063"	"b25063_020"	"060"	False	33045
"b25063"	"b25063_020"	"060"	True	3499
"b25063"	"b25063_020"	"140"	False	59481
"b25063"	"b25063_020"	"140"	True	14161
"b25063"	"b25063_020"	"150"	False	198823
"b25063"	"b25063_020"	"150"	True	21151
"b25063"	"b25063_020"	"160"	False	26208
"b25063"	"b25063_020"	"160"	True	3302
"b25063"	"b25063_020"	"170"	False	2
"b25063"	"b25063_020"	"170"	True	6
"b25063"	"b25063_020"	"250"	False	648
"b25063"	"b25063_020"	"250"	True	45
"b25063"	"b25063_020"	"251"	False	463
"b25063"	"b25063_020"	"251"	True	17
"b25063"	"b25063_020"	"256"	False	451
"b25063"	"b25063_020"	"256"	True	30
"b25063"	"b25063_020"	"258"	False	868
"b25063"	"b25063_020"	"258"	True	47
"b25063"	"b25063_020"	"310"	False	359
"b25063"	"b25063_020"	"310"	True	437
"b25063"	"b25063_020"	"400"	False	2598
"b25063"	"b25063_020"	"400"	True	994
"b25063"	"b25063_020"	"500"	False	33
"b25063"	"b25063_020"	"500"	True	335
"b25063"	"b25063_020"	"795"	False	802
"b25063"	"b25063_020"	"795"	True	1576
"b25063"	"b25063_020"	"860"	False	28012
"b25063"	"b25063_020"	"860"	True	5108
"b25063"	"b25063_021"	"010"	True	1
"b25063"	"b25063_021"	"020"	True	4
"b25063"	"b25063_021"	"030"	False	1
"b25063"	"b25063_021"	"030"	True	8
"b25063"	"b25063_021"	"040"	False	4
"b25063"	"b25063_021"	"040"	True	48
"b25063"	"b25063_021"	"050"	False	2353
"b25063"	"b25063_021"	"050"	True	867
"b25063"	"b25063_021"	"060"	False	34183
"b25063"	"b25063_021"	"060"	True	2361
"b25063"	"b25063_021"	"140"	False	62103
"b25063"	"b25063_021"	"140"	True	11539
"b25063"	"b25063_021"	"150"	False	204446
"b25063"	"b25063_021"	"150"	True	15528
"b25063"	"b25063_021"	"160"	False	27096
"b25063"	"b25063_021"	"160"	True	2414
"b25063"	"b25063_021"	"170"	False	4
"b25063"	"b25063_021"	"170"	True	4
"b25063"	"b25063_021"	"250"	False	658
"b25063"	"b25063_021"	"250"	True	35
"b25063"	"b25063_021"	"251"	False	472
"b25063"	"b25063_021"	"251"	True	8
"b25063"	"b25063_021"	"256"	False	455
"b25063"	"b25063_021"	"256"	True	26
"b25063"	"b25063_021"	"258"	False	883
"b25063"	"b25063_021"	"258"	True	32
"b25063"	"b25063_021"	"310"	False	428
"b25063"	"b25063_021"	"310"	True	368
"b25063"	"b25063_021"	"400"	False	2882
"b25063"	"b25063_021"	"400"	True	710
"b25063"	"b25063_021"	"500"	False	26
"b25063"	"b25063_021"	"500"	True	342
"b25063"	"b25063_021"	"795"	False	864
"b25063"	"b25063_021"	"795"	True	1514
"b25063"	"b25063_021"	"860"	False	28980
"b25063"	"b25063_021"	"860"	True	4140
"b25063"	"b25063_022"	"010"	True	1
"b25063"	"b25063_022"	"020"	True	4
"b25063"	"b25063_022"	"030"	True	9
"b25063"	"b25063_022"	"040"	False	1
"b25063"	"b25063_022"	"040"	True	51
"b25063"	"b25063_022"	"050"	False	2447
"b25063"	"b25063_022"	"050"	True	773
"b25063"	"b25063_022"	"060"	False	34193
"b25063"	"b25063_022"	"060"	True	2351
"b25063"	"b25063_022"	"140"	False	61249
"b25063"	"b25063_022"	"140"	True	12393
"b25063"	"b25063_022"	"150"	False	203026
"b25063"	"b25063_022"	"150"	True	16948
"b25063"	"b25063_022"	"160"	False	26898
"b25063"	"b25063_022"	"160"	True	2612
"b25063"	"b25063_022"	"170"	False	2
"b25063"	"b25063_022"	"170"	True	6
"b25063"	"b25063_022"	"250"	False	671
"b25063"	"b25063_022"	"250"	True	22
"b25063"	"b25063_022"	"251"	False	477
"b25063"	"b25063_022"	"251"	True	3
"b25063"	"b25063_022"	"256"	False	469
"b25063"	"b25063_022"	"256"	True	12
"b25063"	"b25063_022"	"258"	False	899
"b25063"	"b25063_022"	"258"	True	16
"b25063"	"b25063_022"	"310"	False	462
"b25063"	"b25063_022"	"310"	True	334
"b25063"	"b25063_022"	"400"	False	2958
"b25063"	"b25063_022"	"400"	True	634
"b25063"	"b25063_022"	"500"	False	29
"b25063"	"b25063_022"	"500"	True	339
"b25063"	"b25063_022"	"795"	False	749
"b25063"	"b25063_022"	"795"	True	1629
"b25063"	"b25063_022"	"860"	False	28526
"b25063"	"b25063_022"	"860"	True	4594
"b25063"	"b25063_023"	"010"	True	1
"b25063"	"b25063_023"	"020"	True	4
