"table"	"variable"	"sumlevel"	"change_cv"	"change_cv_count"
"b14001"	"b14001_001"	"860"	""	264
"b14001"	"b14001_002"	"010"	"high"	1
"b14001"	"b14001_002"	"020"	"high"	2
"b14001"	"b14001_002"	"020"	"low"	1
"b14001"	"b14001_002"	"020"	"medium"	1
"b14001"	"b14001_002"	"030"	"high"	7
"b14001"	"b14001_002"	"030"	"low"	1
"b14001"	"b14001_002"	"030"	"medium"	1
"b14001"	"b14001_002"	"040"	"high"	29
"b14001"	"b14001_002"	"040"	"low"	9
"b14001"	"b14001_002"	"040"	"medium"	14
"b14001"	"b14001_002"	"050"	"high"	135
"b14001"	"b14001_002"	"050"	"low"	2460
"b14001"	"b14001_002"	"050"	"medium"	624
"b14001"	"b14001_002"	"050"	""	1
"b14001"	"b14001_002"	"060"	"high"	44
"b14001"	"b14001_002"	"060"	"low"	34597
"b14001"	"b14001_002"	"060"	"medium"	577
"b14001"	"b14001_002"	"060"	""	1326
"b14001"	"b14001_002"	"140"	"high"	34
"b14001"	"b14001_002"	"140"	"low"	72181
"b14001"	"b14001_002"	"140"	"medium"	928
"b14001"	"b14001_002"	"140"	""	499
"b14001"	"b14001_002"	"160"	"high"	39
"b14001"	"b14001_002"	"160"	"low"	28202
"b14001"	"b14001_002"	"160"	"medium"	428
"b14001"	"b14001_002"	"160"	""	841
"b14001"	"b14001_002"	"170"	"high"	1
"b14001"	"b14001_002"	"170"	"low"	6
"b14001"	"b14001_002"	"170"	"medium"	1
"b14001"	"b14001_002"	"250"	"low"	589
"b14001"	"b14001_002"	"250"	"medium"	12
"b14001"	"b14001_002"	"250"	""	92
"b14001"	"b14001_002"	"251"	"low"	416
"b14001"	"b14001_002"	"251"	"medium"	5
"b14001"	"b14001_002"	"251"	""	59
"b14001"	"b14001_002"	"256"	"low"	433
"b14001"	"b14001_002"	"256"	"medium"	6
"b14001"	"b14001_002"	"256"	""	42
"b14001"	"b14001_002"	"310"	"high"	68
"b14001"	"b14001_002"	"310"	"low"	517
"b14001"	"b14001_002"	"310"	"medium"	211
"b14001"	"b14001_002"	"400"	"high"	36
"b14001"	"b14001_002"	"400"	"low"	3392
"b14001"	"b14001_002"	"400"	"medium"	162
"b14001"	"b14001_002"	"400"	""	2
"b14001"	"b14001_002"	"500"	"high"	85
"b14001"	"b14001_002"	"500"	"low"	168
"b14001"	"b14001_002"	"500"	"medium"	115
"b14001"	"b14001_002"	"795"	"high"	105
"b14001"	"b14001_002"	"795"	"low"	1748
"b14001"	"b14001_002"	"795"	"medium"	525
"b14001"	"b14001_002"	"860"	"high"	28
"b14001"	"b14001_002"	"860"	"low"	31711
"b14001"	"b14001_002"	"860"	"medium"	576
"b14001"	"b14001_002"	"860"	""	805
"b14001"	"b14001_003"	"010"	"low"	1
"b14001"	"b14001_003"	"020"	"low"	1
"b14001"	"b14001_003"	"020"	"medium"	3
"b14001"	"b14001_003"	"030"	"low"	6
"b14001"	"b14001_003"	"030"	"medium"	3
"b14001"	"b14001_003"	"040"	"high"	2
"b14001"	"b14001_003"	"040"	"low"	44
"b14001"	"b14001_003"	"040"	"medium"	6
"b14001"	"b14001_003"	"050"	"low"	3170
"b14001"	"b14001_003"	"050"	"medium"	27
"b14001"	"b14001_003"	"050"	""	23
"b14001"	"b14001_003"	"060"	"high"	4
"b14001"	"b14001_003"	"060"	"low"	30076
"b14001"	"b14001_003"	"060"	"medium"	49
"b14001"	"b14001_003"	"060"	""	6415
"b14001"	"b14001_003"	"140"	"high"	3
"b14001"	"b14001_003"	"140"	"low"	71075
"b14001"	"b14001_003"	"140"	"medium"	168
"b14001"	"b14001_003"	"140"	""	2396
"b14001"	"b14001_003"	"160"	"low"	24275
"b14001"	"b14001_003"	"160"	"medium"	43
"b14001"	"b14001_003"	"160"	""	5192
"b14001"	"b14001_003"	"170"	"low"	8
"b14001"	"b14001_003"	"250"	"low"	494
"b14001"	"b14001_003"	"250"	"medium"	6
"b14001"	"b14001_003"	"250"	""	193
"b14001"	"b14001_003"	"251"	"low"	340
"b14001"	"b14001_003"	"251"	""	140
"b14001"	"b14001_003"	"256"	"low"	394
"b14001"	"b14001_003"	"256"	"medium"	3
"b14001"	"b14001_003"	"256"	""	84
"b14001"	"b14001_003"	"310"	"high"	2
"b14001"	"b14001_003"	"310"	"low"	784
"b14001"	"b14001_003"	"310"	"medium"	7
"b14001"	"b14001_003"	"310"	""	3
"b14001"	"b14001_003"	"400"	"high"	2
"b14001"	"b14001_003"	"400"	"low"	3543
"b14001"	"b14001_003"	"400"	"medium"	19
"b14001"	"b14001_003"	"400"	""	28
"b14001"	"b14001_003"	"500"	"high"	1
"b14001"	"b14001_003"	"500"	"low"	351
"b14001"	"b14001_003"	"500"	"medium"	15
"b14001"	"b14001_003"	"500"	""	1
"b14001"	"b14001_003"	"795"	"low"	2349
"b14001"	"b14001_003"	"795"	"medium"	27
"b14001"	"b14001_003"	"795"	""	2
"b14001"	"b14001_003"	"860"	"low"	28195
"b14001"	"b14001_003"	"860"	"medium"	61
"b14001"	"b14001_003"	"860"	""	4864
"b14001"	"b14001_004"	"010"	"high"	1
"b14001"	"b14001_004"	"020"	"high"	3
"b14001"	"b14001_004"	"020"	"low"	1
"b14001"	"b14001_004"	"030"	"high"	2
"b14001"	"b14001_004"	"030"	"low"	2
"b14001"	"b14001_004"	"030"	"medium"	5
"b14001"	"b14001_004"	"040"	"high"	2
"b14001"	"b14001_004"	"040"	"low"	40
"b14001"	"b14001_004"	"040"	"medium"	10
"b14001"	"b14001_004"	"050"	"low"	3177
"b14001"	"b14001_004"	"050"	"medium"	22
"b14001"	"b14001_004"	"050"	""	21
"b14001"	"b14001_004"	"060"	"high"	3
"b14001"	"b14001_004"	"060"	"low"	29726
"b14001"	"b14001_004"	"060"	"medium"	52
"b14001"	"b14001_004"	"060"	""	6763
"b14001"	"b14001_004"	"140"	"high"	1
"b14001"	"b14001_004"	"140"	"low"	70714
"b14001"	"b14001_004"	"140"	"medium"	124
"b14001"	"b14001_004"	"140"	""	2803
"b14001"	"b14001_004"	"160"	"high"	1
"b14001"	"b14001_004"	"160"	"low"	24120
"b14001"	"b14001_004"	"160"	"medium"	41
"b14001"	"b14001_004"	"160"	""	5348
"b14001"	"b14001_004"	"170"	"low"	7
"b14001"	"b14001_004"	"170"	"medium"	1
"b14001"	"b14001_004"	"250"	"low"	506
"b14001"	"b14001_004"	"250"	"medium"	1
"b14001"	"b14001_004"	"250"	""	186
"b14001"	"b14001_004"	"251"	"low"	359
"b14001"	"b14001_004"	"251"	"medium"	1
"b14001"	"b14001_004"	"251"	""	120
"b14001"	"b14001_004"	"256"	"low"	401
"b14001"	"b14001_004"	"256"	""	80
"b14001"	"b14001_004"	"310"	"high"	2
"b14001"	"b14001_004"	"310"	"low"	783
"b14001"	"b14001_004"	"310"	"medium"	10
"b14001"	"b14001_004"	"310"	""	1
"b14001"	"b14001_004"	"400"	"low"	3529
"b14001"	"b14001_004"	"400"	"medium"	26
"b14001"	"b14001_004"	"400"	""	37
"b14001"	"b14001_004"	"500"	"high"	1
"b14001"	"b14001_004"	"500"	"low"	355
"b14001"	"b14001_004"	"500"	"medium"	11
"b14001"	"b14001_004"	"500"	""	1
"b14001"	"b14001_004"	"795"	"low"	2345
"b14001"	"b14001_004"	"795"	"medium"	28
"b14001"	"b14001_004"	"795"	""	5
"b14001"	"b14001_004"	"860"	"low"	28155
"b14001"	"b14001_004"	"860"	"medium"	68
"b14001"	"b14001_004"	"860"	""	4897
"b14001"	"b14001_005"	"010"	"high"	1
"b14001"	"b14001_005"	"020"	"high"	2
"b14001"	"b14001_005"	"020"	"medium"	2
"b14001"	"b14001_005"	"030"	"high"	5
"b14001"	"b14001_005"	"030"	"low"	2
"b14001"	"b14001_005"	"030"	"medium"	2
"b14001"	"b14001_005"	"040"	"high"	10
"b14001"	"b14001_005"	"040"	"low"	31
"b14001"	"b14001_005"	"040"	"medium"	11
"b14001"	"b14001_005"	"050"	"high"	3
"b14001"	"b14001_005"	"050"	"low"	3099
"b14001"	"b14001_005"	"050"	"medium"	110
"b14001"	"b14001_005"	"050"	""	8
"b14001"	"b14001_005"	"060"	"high"	9
"b14001"	"b14001_005"	"060"	"low"	33254
"b14001"	"b14001_005"	"060"	"medium"	177
"b14001"	"b14001_005"	"060"	""	3104
"b14001"	"b14001_005"	"140"	"high"	4
"b14001"	"b14001_005"	"140"	"low"	71838
"b14001"	"b14001_005"	"140"	"medium"	464
"b14001"	"b14001_005"	"140"	""	1336
"b14001"	"b14001_005"	"160"	"high"	3
"b14001"	"b14001_005"	"160"	"low"	27137
"b14001"	"b14001_005"	"160"	"medium"	132
"b14001"	"b14001_005"	"160"	""	2238
"b14001"	"b14001_005"	"170"	"low"	8
"b14001"	"b14001_005"	"250"	"low"	564
"b14001"	"b14001_005"	"250"	"medium"	2
"b14001"	"b14001_005"	"250"	""	127
"b14001"	"b14001_005"	"251"	"low"	397
"b14001"	"b14001_005"	"251"	"medium"	3
"b14001"	"b14001_005"	"251"	""	80
"b14001"	"b14001_005"	"256"	"low"	427
"b14001"	"b14001_005"	"256"	"medium"	1
"b14001"	"b14001_005"	"256"	""	53
"b14001"	"b14001_005"	"310"	"high"	8
"b14001"	"b14001_005"	"310"	"low"	750
"b14001"	"b14001_005"	"310"	"medium"	36
"b14001"	"b14001_005"	"310"	""	2
"b14001"	"b14001_005"	"400"	"high"	3
"b14001"	"b14001_005"	"400"	"low"	3531
"b14001"	"b14001_005"	"400"	"medium"	47
"b14001"	"b14001_005"	"400"	""	11
"b14001"	"b14001_005"	"500"	"high"	4
"b14001"	"b14001_005"	"500"	"low"	313
"b14001"	"b14001_005"	"500"	"medium"	51
"b14001"	"b14001_005"	"795"	"low"	2281
"b14001"	"b14001_005"	"795"	"medium"	97
"b14001"	"b14001_005"	"860"	"low"	30634
"b14001"	"b14001_005"	"860"	"medium"	174
"b14001"	"b14001_005"	"860"	""	2312
"b14001"	"b14001_006"	"010"	"medium"	1
"b14001"	"b14001_006"	"020"	"high"	3
"b14001"	"b14001_006"	"020"	"medium"	1
"b14001"	"b14001_006"	"030"	"high"	6
"b14001"	"b14001_006"	"030"	"low"	2
"b14001"	"b14001_006"	"030"	"medium"	1
"b14001"	"b14001_006"	"040"	"high"	6
"b14001"	"b14001_006"	"040"	"low"	31
"b14001"	"b14001_006"	"040"	"medium"	15
"b14001"	"b14001_006"	"050"	"high"	3
"b14001"	"b14001_006"	"050"	"low"	3091
"b14001"	"b14001_006"	"050"	"medium"	110
"b14001"	"b14001_006"	"050"	""	16
"b14001"	"b14001_006"	"060"	"high"	8
"b14001"	"b14001_006"	"060"	"low"	33418
"b14001"	"b14001_006"	"060"	"medium"	173
"b14001"	"b14001_006"	"060"	""	2945
"b14001"	"b14001_006"	"140"	"high"	4
"b14001"	"b14001_006"	"140"	"low"	71960
"b14001"	"b14001_006"	"140"	"medium"	417
"b14001"	"b14001_006"	"140"	""	1261
"b14001"	"b14001_006"	"160"	"high"	3
"b14001"	"b14001_006"	"160"	"low"	27224
"b14001"	"b14001_006"	"160"	"medium"	131
"b14001"	"b14001_006"	"160"	""	2152
"b14001"	"b14001_006"	"170"	"low"	7
"b14001"	"b14001_006"	"170"	"medium"	1
"b14001"	"b14001_006"	"250"	"low"	557
"b14001"	"b14001_006"	"250"	"medium"	3
"b14001"	"b14001_006"	"250"	""	133
"b14001"	"b14001_006"	"251"	"low"	392
"b14001"	"b14001_006"	"251"	"medium"	4
"b14001"	"b14001_006"	"251"	""	84
"b14001"	"b14001_006"	"256"	"low"	422
"b14001"	"b14001_006"	"256"	"medium"	5
"b14001"	"b14001_006"	"256"	""	54
"b14001"	"b14001_006"	"310"	"high"	6
"b14001"	"b14001_006"	"310"	"low"	752
"b14001"	"b14001_006"	"310"	"medium"	38
"b14001"	"b14001_006"	"400"	"high"	4
"b14001"	"b14001_006"	"400"	"low"	3514
"b14001"	"b14001_006"	"400"	"medium"	62
"b14001"	"b14001_006"	"400"	""	12
"b14001"	"b14001_006"	"500"	"high"	1
"b14001"	"b14001_006"	"500"	"low"	323
"b14001"	"b14001_006"	"500"	"medium"	44
"b14001"	"b14001_006"	"795"	"high"	1
"b14001"	"b14001_006"	"795"	"low"	2279
"b14001"	"b14001_006"	"795"	"medium"	95
"b14001"	"b14001_006"	"795"	""	3
"b14001"	"b14001_006"	"860"	"high"	2
"b14001"	"b14001_006"	"860"	"low"	30757
"b14001"	"b14001_006"	"860"	"medium"	160
"b14001"	"b14001_006"	"860"	""	2201
"b14001"	"b14001_007"	"010"	"medium"	1
"b14001"	"b14001_007"	"020"	"high"	3
"b14001"	"b14001_007"	"020"	"medium"	1
"b14001"	"b14001_007"	"030"	"high"	7
"b14001"	"b14001_007"	"030"	"low"	2
"b14001"	"b14001_007"	"040"	"high"	16
"b14001"	"b14001_007"	"040"	"low"	22
"b14001"	"b14001_007"	"040"	"medium"	14
"b14001"	"b14001_007"	"050"	"high"	26
"b14001"	"b14001_007"	"050"	"low"	2986
"b14001"	"b14001_007"	"050"	"medium"	197
"b14001"	"b14001_007"	"050"	""	11
"b14001"	"b14001_007"	"060"	"high"	16
"b14001"	"b14001_007"	"060"	"low"	33528
"b14001"	"b14001_007"	"060"	"medium"	231
"b14001"	"b14001_007"	"060"	""	2769
"b14001"	"b14001_007"	"140"	"high"	8
"b14001"	"b14001_007"	"140"	"low"	72144
"b14001"	"b14001_007"	"140"	"medium"	422
"b14001"	"b14001_007"	"140"	""	1068
"b14001"	"b14001_007"	"160"	"high"	6
"b14001"	"b14001_007"	"160"	"low"	27242
"b14001"	"b14001_007"	"160"	"medium"	160
"b14001"	"b14001_007"	"160"	""	2102
"b14001"	"b14001_007"	"170"	"low"	8
"b14001"	"b14001_007"	"250"	"low"	563
"b14001"	"b14001_007"	"250"	"medium"	7
"b14001"	"b14001_007"	"250"	""	123
"b14001"	"b14001_007"	"251"	"low"	395
"b14001"	"b14001_007"	"251"	"medium"	1
"b14001"	"b14001_007"	"251"	""	84
"b14001"	"b14001_007"	"256"	"low"	419
"b14001"	"b14001_007"	"256"	"medium"	3
"b14001"	"b14001_007"	"256"	""	59
"b14001"	"b14001_007"	"310"	"high"	19
"b14001"	"b14001_007"	"310"	"low"	714
"b14001"	"b14001_007"	"310"	"medium"	61
"b14001"	"b14001_007"	"310"	""	2
"b14001"	"b14001_007"	"400"	"high"	11
"b14001"	"b14001_007"	"400"	"low"	3498
"b14001"	"b14001_007"	"400"	"medium"	73
"b14001"	"b14001_007"	"400"	""	10
"b14001"	"b14001_007"	"500"	"high"	10
"b14001"	"b14001_007"	"500"	"low"	270
"b14001"	"b14001_007"	"500"	"medium"	88
"b14001"	"b14001_007"	"795"	"high"	8
"b14001"	"b14001_007"	"795"	"low"	2199
"b14001"	"b14001_007"	"795"	"medium"	169
"b14001"	"b14001_007"	"795"	""	2
"b14001"	"b14001_007"	"860"	"high"	1
"b14001"	"b14001_007"	"860"	"low"	30736
"b14001"	"b14001_007"	"860"	"medium"	222
"b14001"	"b14001_007"	"860"	""	2161
"b14001"	"b14001_008"	"010"	"high"	1
"b14001"	"b14001_008"	"020"	"high"	4
"b14001"	"b14001_008"	"030"	"high"	7
"b14001"	"b14001_008"	"030"	"medium"	2
"b14001"	"b14001_008"	"040"	"high"	27
"b14001"	"b14001_008"	"040"	"low"	9
"b14001"	"b14001_008"	"040"	"medium"	16
"b14001"	"b14001_008"	"050"	"high"	17
"b14001"	"b14001_008"	"050"	"low"	2961
"b14001"	"b14001_008"	"050"	"medium"	230
"b14001"	"b14001_008"	"050"	""	12
"b14001"	"b14001_008"	"060"	"high"	21
"b14001"	"b14001_008"	"060"	"low"	31872
"b14001"	"b14001_008"	"060"	"medium"	230
"b14001"	"b14001_008"	"060"	""	4421
"b14001"	"b14001_008"	"140"	"high"	6
"b14001"	"b14001_008"	"140"	"low"	72481
"b14001"	"b14001_008"	"140"	"medium"	375
"b14001"	"b14001_008"	"140"	""	780
"b14001"	"b14001_008"	"160"	"high"	13
"b14001"	"b14001_008"	"160"	"low"	26386
"b14001"	"b14001_008"	"160"	"medium"	172
"b14001"	"b14001_008"	"160"	""	2939
"b14001"	"b14001_008"	"170"	"low"	3
"b14001"	"b14001_008"	"170"	"medium"	5
"b14001"	"b14001_008"	"250"	"low"	523
"b14001"	"b14001_008"	"250"	"medium"	6
"b14001"	"b14001_008"	"250"	""	164
"b14001"	"b14001_008"	"251"	"low"	369
"b14001"	"b14001_008"	"251"	"medium"	1
"b14001"	"b14001_008"	"251"	""	110
"b14001"	"b14001_008"	"256"	"low"	408
"b14001"	"b14001_008"	"256"	"medium"	5
"b14001"	"b14001_008"	"256"	""	68
"b14001"	"b14001_008"	"310"	"high"	18
"b14001"	"b14001_008"	"310"	"low"	657
"b14001"	"b14001_008"	"310"	"medium"	121
"b14001"	"b14001_008"	"400"	"high"	17
"b14001"	"b14001_008"	"400"	"low"	3442
"b14001"	"b14001_008"	"400"	"medium"	117
"b14001"	"b14001_008"	"400"	""	16
"b14001"	"b14001_008"	"500"	"high"	22
"b14001"	"b14001_008"	"500"	"low"	222
"b14001"	"b14001_008"	"500"	"medium"	124
"b14001"	"b14001_008"	"795"	"high"	4
"b14001"	"b14001_008"	"795"	"low"	2099
"b14001"	"b14001_008"	"795"	"medium"	274
"b14001"	"b14001_008"	"795"	""	1
"b14001"	"b14001_008"	"860"	"high"	1
"b14001"	"b14001_008"	"860"	"low"	30152
"b14001"	"b14001_008"	"860"	"medium"	277
"b14001"	"b14001_008"	"860"	""	2690
"b14001"	"b14001_009"	"010"	"low"	1
"b14001"	"b14001_009"	"020"	"low"	1
"b14001"	"b14001_009"	"020"	"medium"	3
"b14001"	"b14001_009"	"030"	"high"	1
"b14001"	"b14001_009"	"030"	"low"	5
"b14001"	"b14001_009"	"030"	"medium"	3
"b14001"	"b14001_009"	"040"	"high"	2
"b14001"	"b14001_009"	"040"	"low"	43
"b14001"	"b14001_009"	"040"	"medium"	6
"b14001"	"b14001_009"	"040"	""	1
"b14001"	"b14001_009"	"050"	"low"	3159
"b14001"	"b14001_009"	"050"	"medium"	24
"b14001"	"b14001_009"	"050"	""	37
"b14001"	"b14001_009"	"060"	"high"	3
"b14001"	"b14001_009"	"060"	"low"	26150
"b14001"	"b14001_009"	"060"	"medium"	27
"b14001"	"b14001_009"	"060"	""	10364
"b14001"	"b14001_009"	"140"	"low"	70108
"b14001"	"b14001_009"	"140"	"medium"	51
"b14001"	"b14001_009"	"140"	""	3483
"b14001"	"b14001_009"	"160"	"low"	20735
"b14001"	"b14001_009"	"160"	"medium"	21
"b14001"	"b14001_009"	"160"	""	8754
"b14001"	"b14001_009"	"170"	"low"	7
"b14001"	"b14001_009"	"170"	""	1
"b14001"	"b14001_009"	"250"	"low"	377
"b14001"	"b14001_009"	"250"	"medium"	1
"b14001"	"b14001_009"	"250"	""	315
"b14001"	"b14001_009"	"251"	"low"	231
"b14001"	"b14001_009"	"251"	""	249
"b14001"	"b14001_009"	"256"	"low"	324
"b14001"	"b14001_009"	"256"	"medium"	3
"b14001"	"b14001_009"	"256"	""	154
"b14001"	"b14001_009"	"310"	"low"	785
"b14001"	"b14001_009"	"310"	"medium"	9
"b14001"	"b14001_009"	"310"	""	2
"b14001"	"b14001_009"	"400"	"low"	3428
"b14001"	"b14001_009"	"400"	"medium"	13
"b14001"	"b14001_009"	"400"	""	151
"b14001"	"b14001_009"	"500"	"low"	347
"b14001"	"b14001_009"	"500"	"medium"	21
"b14001"	"b14001_009"	"795"	"low"	2348
"b14001"	"b14001_009"	"795"	"medium"	24
"b14001"	"b14001_009"	"795"	""	6
"b14001"	"b14001_009"	"860"	"low"	25956
"b14001"	"b14001_009"	"860"	"medium"	38
"b14001"	"b14001_009"	"860"	""	7126
"b14001"	"b14001_010"	"010"	"high"	1
"b14001"	"b14001_010"	"020"	"high"	4
"b14001"	"b14001_010"	"030"	"high"	9
"b14001"	"b14001_010"	"040"	"high"	49
"b14001"	"b14001_010"	"040"	"low"	1
"b14001"	"b14001_010"	"040"	"medium"	2
"b14001"	"b14001_010"	"050"	"high"	614
"b14001"	"b14001_010"	"050"	"low"	2012
"b14001"	"b14001_010"	"050"	"medium"	591
"b14001"	"b14001_010"	"050"	""	3
"b14001"	"b14001_010"	"060"	"high"	468
"b14001"	"b14001_010"	"060"	"low"	34286
"b14001"	"b14001_010"	"060"	"medium"	1309
"b14001"	"b14001_010"	"060"	""	481
"b14001"	"b14001_010"	"140"	"high"	332
"b14001"	"b14001_010"	"140"	"low"	70238
"b14001"	"b14001_010"	"140"	"medium"	2656
"b14001"	"b14001_010"	"140"	""	416
"b14001"	"b14001_010"	"160"	"high"	501
"b14001"	"b14001_010"	"160"	"low"	27621
"b14001"	"b14001_010"	"160"	"medium"	1159
"b14001"	"b14001_010"	"160"	""	229
"b14001"	"b14001_010"	"170"	"high"	4
"b14001"	"b14001_010"	"170"	"low"	2
"b14001"	"b14001_010"	"170"	"medium"	2
"b14001"	"b14001_010"	"250"	"high"	7
"b14001"	"b14001_010"	"250"	"low"	598
"b14001"	"b14001_010"	"250"	"medium"	21
"b14001"	"b14001_010"	"250"	""	67
"b14001"	"b14001_010"	"251"	"high"	1
"b14001"	"b14001_010"	"251"	"low"	430
"b14001"	"b14001_010"	"251"	"medium"	4
"b14001"	"b14001_010"	"251"	""	45
"b14001"	"b14001_010"	"256"	"high"	1
"b14001"	"b14001_010"	"256"	"low"	439
"b14001"	"b14001_010"	"256"	"medium"	11
"b14001"	"b14001_010"	"256"	""	30
"b14001"	"b14001_010"	"310"	"high"	247
"b14001"	"b14001_010"	"310"	"low"	381
"b14001"	"b14001_010"	"310"	"medium"	168
"b14001"	"b14001_010"	"400"	"high"	174
"b14001"	"b14001_010"	"400"	"low"	3135
"b14001"	"b14001_010"	"400"	"medium"	281
"b14001"	"b14001_010"	"400"	""	2
"b14001"	"b14001_010"	"500"	"high"	260
"b14001"	"b14001_010"	"500"	"low"	41
"b14001"	"b14001_010"	"500"	"medium"	67
"b14001"	"b14001_010"	"795"	"high"	710
"b14001"	"b14001_010"	"795"	"low"	929
"b14001"	"b14001_010"	"795"	"medium"	739
"b14001"	"b14001_010"	"860"	"high"	278
"b14001"	"b14001_010"	"860"	"low"	30666
"b14001"	"b14001_010"	"860"	"medium"	1820
"b14001"	"b14001_010"	"860"	""	356
"b15002"	"b15002_001"	"010"	"high"	1
"b15002"	"b15002_001"	"020"	"high"	4
"b15002"	"b15002_001"	"030"	"high"	9
"b15002"	"b15002_001"	"040"	"high"	52
"b15002"	"b15002_001"	"050"	"high"	1420
"b15002"	"b15002_001"	"050"	"low"	1247
"b15002"	"b15002_001"	"050"	"medium"	549
"b15002"	"b15002_001"	"050"	""	4
"b15002"	"b15002_001"	"060"	"high"	546
"b15002"	"b15002_001"	"060"	"low"	34270
"b15002"	"b15002_001"	"060"	"medium"	1231
"b15002"	"b15002_001"	"060"	""	497
"b15002"	"b15002_001"	"140"	"high"	407
"b15002"	"b15002_001"	"140"	"low"	70046
"b15002"	"b15002_001"	"140"	"medium"	2785
"b15002"	"b15002_001"	"140"	""	404
"b15002"	"b15002_001"	"150"	"high"	284
"b15002"	"b15002_001"	"150"	"low"	215884
"b15002"	"b15002_001"	"150"	"medium"	2596
"b15002"	"b15002_001"	"150"	""	1210
"b15002"	"b15002_001"	"160"	"high"	554
"b15002"	"b15002_001"	"160"	"low"	27613
"b15002"	"b15002_001"	"160"	"medium"	1114
"b15002"	"b15002_001"	"160"	""	229
"b15002"	"b15002_001"	"170"	"high"	5
"b15002"	"b15002_001"	"170"	"low"	2
"b15002"	"b15002_001"	"170"	"medium"	1
"b15002"	"b15002_001"	"250"	"high"	10
"b15002"	"b15002_001"	"250"	"low"	593
"b15002"	"b15002_001"	"250"	"medium"	22
"b15002"	"b15002_001"	"250"	""	68
"b15002"	"b15002_001"	"251"	"high"	1
"b15002"	"b15002_001"	"251"	"low"	431
"b15002"	"b15002_001"	"251"	"medium"	5
"b15002"	"b15002_001"	"251"	""	43
"b15002"	"b15002_001"	"256"	"high"	1
"b15002"	"b15002_001"	"256"	"low"	439
"b15002"	"b15002_001"	"256"	"medium"	11
"b15002"	"b15002_001"	"256"	""	30
"b15002"	"b15002_001"	"258"	"high"	1
"b15002"	"b15002_001"	"258"	"low"	861
"b15002"	"b15002_001"	"258"	"medium"	16
"b15002"	"b15002_001"	"258"	""	37
"b15002"	"b15002_001"	"310"	"high"	499
"b15002"	"b15002_001"	"310"	"low"	172
"b15002"	"b15002_001"	"310"	"medium"	125
"b15002"	"b15002_001"	"400"	"high"	210
"b15002"	"b15002_001"	"400"	"low"	3123
"b15002"	"b15002_001"	"400"	"medium"	256
"b15002"	"b15002_001"	"400"	""	3
"b15002"	"b15002_001"	"500"	"high"	290
"b15002"	"b15002_001"	"500"	"low"	37
"b15002"	"b15002_001"	"500"	"medium"	41
"b15002"	"b15002_001"	"795"	"high"	1014
"b15002"	"b15002_001"	"795"	"low"	692
"b15002"	"b15002_001"	"795"	"medium"	672
"b15002"	"b15002_001"	"860"	"high"	341
"b15002"	"b15002_001"	"860"	"low"	30561
"b15002"	"b15002_001"	"860"	"medium"	1885
"b15002"	"b15002_001"	"860"	""	333
"b15002"	"b15002_002"	"010"	"high"	1
"b15002"	"b15002_002"	"020"	"high"	4
"b15002"	"b15002_002"	"030"	"high"	9
"b15002"	"b15002_002"	"040"	"high"	51
"b15002"	"b15002_002"	"040"	"medium"	1
"b15002"	"b15002_002"	"050"	"high"	964
"b15002"	"b15002_002"	"050"	"low"	1696
"b15002"	"b15002_002"	"050"	"medium"	555
"b15002"	"b15002_002"	"050"	""	5
"b15002"	"b15002_002"	"060"	"high"	317
"b15002"	"b15002_002"	"060"	"low"	34684
"b15002"	"b15002_002"	"060"	"medium"	868
"b15002"	"b15002_002"	"060"	""	675
"b15002"	"b15002_002"	"140"	"high"	177
"b15002"	"b15002_002"	"140"	"low"	71271
"b15002"	"b15002_002"	"140"	"medium"	1671
"b15002"	"b15002_002"	"140"	""	523
"b15002"	"b15002_002"	"150"	"high"	141
"b15002"	"b15002_002"	"150"	"low"	216466
"b15002"	"b15002_002"	"150"	"medium"	1805
"b15002"	"b15002_002"	"150"	""	1562
"b15002"	"b15002_002"	"160"	"high"	266
"b15002"	"b15002_002"	"160"	"low"	28095
"b15002"	"b15002_002"	"160"	"medium"	752
"b15002"	"b15002_002"	"160"	""	397
"b15002"	"b15002_002"	"170"	"high"	5
"b15002"	"b15002_002"	"170"	"low"	2
"b15002"	"b15002_002"	"170"	"medium"	1
"b15002"	"b15002_002"	"250"	"high"	5
"b15002"	"b15002_002"	"250"	"low"	587
"b15002"	"b15002_002"	"250"	"medium"	19
"b15002"	"b15002_002"	"250"	""	82
"b15002"	"b15002_002"	"251"	"high"	2
"b15002"	"b15002_002"	"251"	"low"	425
"b15002"	"b15002_002"	"251"	"medium"	3
"b15002"	"b15002_002"	"251"	""	50
"b15002"	"b15002_002"	"256"	"low"	437
"b15002"	"b15002_002"	"256"	"medium"	7
"b15002"	"b15002_002"	"256"	""	37
"b15002"	"b15002_002"	"258"	"low"	860
"b15002"	"b15002_002"	"258"	"medium"	12
"b15002"	"b15002_002"	"258"	""	43
"b15002"	"b15002_002"	"310"	"high"	374
"b15002"	"b15002_002"	"310"	"low"	279
"b15002"	"b15002_002"	"310"	"medium"	143
"b15002"	"b15002_002"	"400"	"high"	162
"b15002"	"b15002_002"	"400"	"low"	3229
"b15002"	"b15002_002"	"400"	"medium"	198
"b15002"	"b15002_002"	"400"	""	3
"b15002"	"b15002_002"	"500"	"high"	250
"b15002"	"b15002_002"	"500"	"low"	55
"b15002"	"b15002_002"	"500"	"medium"	63
"b15002"	"b15002_002"	"795"	"high"	611
